Reviews,Ratings
"Ultra fast and exceptionally quiet.This one is not soo much popular model of Ricoh Series.. Ricoh SP210SU is much popular than this Sp111SU.. According to my needs I ordered this one.. 
After a Long wait I got the product with well packaged. All the mentioned items were lresent inside the box.. Its too heavy in weight.. Approx 18 Kgs..The Toner was fully filled.. I just go through the manual and got all the infos about the buttons on the Printer.. The most exciting thing is the ID copying feature.. Also the multi copy feature upto 99 copy with Display unit is great.. Now coming to the printing scanning copying feature.. 
1. Printing. There is some default paper sizes available but you can add manual paper sizes for printing.. You can enable Toner Saving to save toner.. And al last the prints are awesome. Clearly visible on toner saving mode too..
2. Scanning..  Yes 600dpi scanning is super clear.. You can not save onto pdf format.. But any third party app will do it easily.. Overall scanning is great. 
3. Copying... There are soo much features available for copying.. First one is the copy item.. Yes. If you have to copy a page with text only then select only Text copy.. If you have a photo to scan then choose Photo only.. And if you have Both in one page then select the Text with photo option.. Yeah its great.. Next one is to control the darkness of copying.. You can increase or decrease the darkness while copying.. 3rd one is ID copying.. 1st press ID SCAN button then scan the both side of the document 
 and then print it easily... Its really cool feature.. And the last one is Multiple copy.. Pressing the multi copy button and select how many pages you want to copy and then copy.. You can copy upto 99 pages.. 
I have TP link archer C20 Router which has usb feature in it. I have connected my printer to it and I can not print and scan through any devices connected on that router.... 
If you have same then you can do it too.. 

Overall I will say its really a good printer in its price. I got it in Rs 5800 only..  I will say go for it.. Best MFP in its price range.. You will not get any printer with those specs in this price.. So go for it guys.. They say You can refill upto 3 to 4 times.. But I called a Ricoh guy he saud we can refill more than that if we use genuine Ricoh toner power.. I will check that.. But 3 to 4 times is enough.. And yes the new toner catridge price is too high conpared to the Branded Laser printers i.e. 3500.. But I think its okay if we can refill more than 3 to 4 times.. 

So I will say just dont think.. Its superb printer.. Go for it..",5
good & reasonable price.excellent product nd very fast service......all in one. print copy and scan..    value for money..,4
Richo sp111su.Solid Japanese quality very handy and fast easily refillable if u really need a copy print laser monochrome  printer go for it without doubht u wont repent buying it for real,4
Reich sp111su comment.good & reasonable price,4
About gst tax.Thanks for the product you have supplied it is working well in our everyday use.,4
"Gud nd xcellent prntr,,,,,rs5500.Excellent product and nice delivery",4
Order only from Tier II and III places.This one is not soo much popular model of Ricoh Series.. Ricoh SP210SU is much popular than this Sp111SU.. According to my needs I ordered this one..  read more,4
Good Product.not good product.driver is not install.and print slow.and cartiradge not full.,4
"Ricoh laser printer.Got the sooner than the mentioned time but have to go to the courier personally to collect it. Thank God i live in a town otherwise it would have a been a big chaos. Then the printer didn't get recognised by the system, so have to call the technician. Even he could do nothing. I contacted a local technician who actually make it work.",4
Good printer but worst delivery by fedex.Good product,3
Ricoh service not available.The best online shoping company. Original product.shiping time bound .It is a pleasing experience. Thanxx snapdeal,3
after sale service.Good printer but worst delivery by fedex,3
Cheap but good printer.printer is good but service is not available for richo new printer not working properly call castmar care 4 day but engineer is not coming all works is stop,3
"Not good Richo.i bought this product on 29 august 2017 and today is 05 09 2017 and still i did not got the service of my complaint which i suffered the same day i bought this product.
when i bought this product i received it after 20 days of order , and after that, product was not working properly,it was heating after first print and scanner was not working so i complained
and still i am waiting for the service provider to visit.
so i extremely dissatisfied with the product and service both and i recommend others to think before you go to purchase this product or to avail the service of SNAPDEAL or RICOH.


thank you.",2
Good yaaaass.A very good printer for the offered price.  Though it is very feeble but serves well for home or small business use.,2
Printer ricoh sp111.Like yuo but,2
So bad machine.This one is not soo much popular model of Ricoh Series.. Ricoh SP210SU is much popular than this Sp111SU.. According to my needs I ordered this one..  read more,1
Old printer.not good product.driver is not install.and print slow.and cartiradge not full.,1
Pathetic service by snapdeal..Lost of money rubbish product,1
"This product does not even have a LAN port. It is completely misleading product description. I just wasted my 12,000 bugs in this useless machine. Unfortunately Amazon didnt honour return and I ended up keeping this useless product in my office.",1
"When I was needing for a printer which suits me , then I went on searching for many blogs, articles and videos that which printer should I buy then I ordered this one .

My requirements was - ( for a research student )
1) Fast Printing ( Duplex- both sides)
2) For longer use ( I don't use printer daily , that's why I neglected ink-based printers)
3)Servicing and Brand ( Servicing means , cartridge is easily available and affordable and the printer have brand )
So , I came with this one having all functions that I needed.
Now , Pros -
1) All above three
2) Better printing quality
3) Very easy to use , plug and play , can print 200 pages in one go

Cons -
1) Not have led lights .
2) I bought @13k , which I think is bit more ... It should be somewhere between @11.5k

I have used HP m1136, and other HP products , but 'brother' can beat them in Quality , Fast printing , Auto duplex and Servicing .

Go for it .",5
"I have been racking my brains for the last few days since I received the printer to find a fault with the machine; disappointed that I cannot find any. This machine has more sophisticated functionality than I require for my limited home office needs; the two- sided scanning and printing, the two-sided scanning of Id cards and printing of both sides on a single page are some of features that I can think of. Kudos to Amazon to make it affordable to me via its red hot summer sale.",5
"The toner cant be refilled only replacement, its cost is Rs. 3500/- every time. Pathetic after sales support.
Strictly dont buy this scrap.",1
"The description doesn't say this cannot be connected to LAN which is a basic feature for a printer. This neither has WiFi nor the LAN port. It's just useless and Amazon cannot accept the return. Its waste of money, NEVER buy this useless printer.",1
"Lot of people are complaining that it doesn’t have wifi or LAN. For their information, the connectivity type is already mentioned, that is USB only. It’s a nice product in 11k price range.",4
Writing this after 8month usage product is good but tonor filling is not easy if you do your self u need assistance for tonor filling so in this range there is no wifi but i print with otg cable print quality is good i daily print a book product is fine but i will be disappointed by that there is no backlight on lcd which is bad,5
"Product is good but its not yielding as many prints as they mentioned, not even near by the number 2600. in my first full toner it yielded 1600 pages only.

kindly provide me invoice bill once again.",3
"Very good product.
Auto-rotate feature.
Easy Installation.
Plug and print.",5
"Tldr: Printer is good, the software isn't great.
Bought the printer for home use. It was very easy to install. The instruction manual was detailed and the instructions to download and install the drivers on Windows 10 were simple. Installs easily on MacOS also.
Prints well, and is quite fast.
The Interface to scan is not too great. It's easy if you want to scan a document into a pdf, but images are a bit complicated. It was easier on my old Canon Deskjet.
Copy function doesn't work great with IDs. The photos usually end up with high contrast and black out at times. One workaround is to scan and then print.
Overall, the printer is good if using primarily to print/scan documents.",3
"This is my first Brother made printer, found complete satisfaction, print quality is clean, sharp. Design is so nice. So many features available. I like duplex printing feature. software is also easy and user friendly. Scanning is just perfect. Speed of scanner and printer is fast as they mentioned. overall good deal.",5
"worthless printer and seller distributed wrong information on amazon portal about wireless connection and product other features related.
Please amazon check all details regarding products .
i am not happy purchase this printer its just like a black marketing",1
I had this printer when I was in Canada. Hence I bought it here too. Amazing print quality as expected. Scanning and software installation is much easier. I have hp mx1130 laser jet. Compared to hp this is way better.,5
Very good product and fast delivery by Amazon and very good paking . product is too good than comparison. And lot's of options available in brother printer...thank you Amazon and thank you brother,5
"Excellent printer. Does the job. Consistent print quality and fairly easy to use. The parts feel made with fragile plastic but for the price I dont think I should complain.

The only problem is the LCD display. It’s very hard to read the display and this is a real shame as this is the only “user interface” and I believe Brother should introduce a backlit display or something similar.

The other disadvantage is that the software that comes with this printer (also available for download from the internet), is heavy and tends to make your computer very slow.",4
"If you require an easy to use, office like print operation and quality at affordable price, look no further, this is the printer for you. The installation was hasslefree, you can download drivers from the link provided in the manual and within 30 minutes the printer is installed. The cartridge drum has a orange locator and the manual has markings and depictions to help you place the toner cartridge in the cartridge drum. The entire process of setting up the printer was a smooth experience. Press the start button, press the print on the PC and the printer starts in a jiffy, the speed of printing is lightning fast and the two sided print happens automatically and seamlessly. Overall, the print quality and the print operation and installation is superb and plug and play. Have to test the scanner though. This is a very capable printer for a home office and can print in bulk and fast. Go for it.",5
"Setup is a breeze thanks to the included CD. If a CD/DVD drive is not available, then the drivers have to be downloaded from the Brother Support Website. The size is around 200MB.

TIP: When choosing the printer model to download the drivers from their website, choose Asian Region and then select Indian Specific Models and you will find the drivers there.",5
"Overall a good printer. I had some initial set up issues. Could not control the contrast and the darkness of the prints. Learning the ID printing and dual page printing techniques were a bit involved. It took a few attempts to get them right.

These features were very useful and most used. I am quite satisfied with this printer now. I do not know the support available for this printer in India, but let us hope that I do not need one. :-)",5
Excellent printer for both home and office use. Crystal clear prints till now.very good printing speed.Overall highly recommended.,5
"So advantages are already mentioned so I am talking about it. What I observe is it requires a amt of space and also draws a large amt of current.. Another thing is that if using an extension box, even if the switch is off,due to large drawing of current you can get small shock if the laptop material is metal... These are not the disadvantages but something you need to care about.

The print quality is awesome and don't forget to register the product in brother site to check it's authenticity.",4
"Pros:

Easy very good Black Prints and fast prints , dual side always a plus. ( Brother quality print are always good)
Easy installation!

Cons are no WIFI (Big-ve for today) , no Ethernet

Still you can make wifi prints via shared router, youtube if you want.",3
"I am fan of brother products since last 12 year first i bought only laser jet with tonner it printed 2600 copy in single tonner , in monsoon this printer dont spread ink like other printers do , never heat and auto updated driver",5
"It's the most amazing printer at this price, I've been using laser printers since 94, the beg. Era of printers, but brother has simply outclassed HP etc, just don't, think twice , if u wanna have monochrome printing needs.",5
Price print quality it's ok but display have not visible no back light .direct print fast .but using from computer its take first scanning then Printing take too much time.for 10 print its take 8 minutes . I am not satisfied with this I am RETURN I am buy little more price around 20000 .,4
"It's a mind blowing fantastic printer for office and business use, print quality is excellent, and duplex printing add extra advantage to this printer, double side printing is awesome, everything is good
Con--- it needs good maintaince, so use properly, don't play game with it, I mean don't take it lightly,
It's not working in inverter, if you still use using high power inverter then may be internal parts damages",5
"Brother printer is good,",5
"1. ABNORMAL MACHINE RUNNING NOISE WHILE COPYING / PRINTING DOCUMENT
2. CD RECEIVED WITH PRODUCT IS NOT WORKING, DRIVERS DOWNLOADED FROM NET.
3. LCD - DIM SO NOT READABLE EASILY
4. INVOICE RECEIVED, IS NOT LEGIBLE AND NOT COMPLETE.",2
"This is my first Brother made printer, found complete satisfaction, print quality is clean, sharp. Design is so nice. So many features available. I like duplex printing feature. software is also easy and user friendly. Scanning is just perfect. Speed of scanner and printer is fast as they mentioned. overall good deal.",5
Got this for home use. It does exactly as it says and the printer is rather fast than the printers I have used before. The duplex printing facility is also very helpful.,5
"If I have to rate this product across all catagories on a scale of 1 to 10, I would rate it 9 out of 10. Delivery was well in time as it appeared at the time of ordering it. Quality of the printer and print is great in its class. It is indeed a product with good value for money. I am completely satisfied with this laser printer so far.",5
Better write the try HP laser printer with auto duplex or cannon. I have proof don't neglect this review. It won't print 2000 copies,2
It's display is so poor... We can't see things in its display properly. They also didn't provide return or replacement. software installation is also a difficult task as the cd along with it won't run.We have to go to the website and download it.Overall Printing quality is good.,2
"It has been mentioned on the printer itself that 2600 pages minimum it would print, however, it was able to print only 2000 pages. i am suprised on seeing the differences.",1
Since last 5 years am using Brother Printers .i am telling simply its Pretty hardworker.... But its very impossible to get Customer care support .. I tried and installed myself ....,4
"Very Good ,Value for Money Product.",5
Value for money. Easy to use. Good quality printing. Had my doubts before purchase. But it is all clear now.,5
"Nice and convenient printer, user friendly and economical",4
"Excellent printouts
Only Black and white printouts",5
"The product was packed very well... The setup was very easy. The print quality was great. I bought it for School use, overall a good product",4
Sacner is not that good at the time of photo coping. Scan to pc is ok,1
its very good in this price category startup is little bit slow but overall its very good product,5
AN EFFICIENT MULTIPURPOSE OFFICE GADGET. LOVE IT. SCANNER & PRINTER BOTH WORKING GOOD.,5
"Being an all rounder, it's a great printer to use and does easy scan and ID scan of two sides by itself. The print is fast and the quality is great. Easy installation as well.",4
Good printer 🖨 easy to setup and use fast printing but if you need for home use this is not the one for you,5
Print quality is good and help centre response is very good,4
add color print also pls in this budget printer but printer is overall very very good print quality and reliable value for money and i use this printer for 4 months ans it's work superbly thankyou,4
I am using this printer for the last 06 months and its working absolutely fine.,5
"getting black faces when while taking photo copy (zerox).. Only for printing purpose good, Not for taking photo copies... But getting the prints very quick. Color adjustable is also not good.",3
"Good, there is small problem with ID printing",4
Highly recommend! It does what it says .,5
Great value for money !,5
"I don't received warranty card
Good printer",5
"Nice Product, Easy to Install and Good print quality, only Back light LED In All function button should be there....",5
This model of brother(DCP-L2520D) printer is really good.I have used 2 printers of same model only one at home one at office. No problem in packaging.Printer is working Great.,5
Really value for Money and Quality is too good. Will be preferred for Home and small office purpose. Installation is quite simple and Quality and print finish is really good.,5
"delivered next day on time, easy to set up, good quality of duplex printing function ( White & Black only) , this is sufficient for simple usage of work/study at home.",5
Best quality printer. Easy to install & use.,5
Too much bad quality printer... It is a big mistake in my life to bought the printer...don't buy it..if you buy the product you will be poor to buy toner,1
Installation was easy by CD provided. Also toner was easily installable by given instruction. Print quality is fine. Duplex printing is added advantage.,5
Scanning quality is poor,4
Best Printer in below Rs.15000. Just some drivers issue. But works well without drivers installation. No need to install drivers.,5
"It is a good printer, but the print quality is not good when I print on butter paper.",3
"Very small unreadable window I am usin it for my personal home office
Makes a lot of noise .
Can say further later",4
bought it for someone else. so for doing great,5
V good product,4
It's good products,4
Print quality is superb. Good printer for small office.,5
"Best print quality , fast delivery, flash sale price ₹12849 . And genuine product . Thanks Amazon❤️",5
"Very good product but delivery is very low I got the product 8 to 10 days ..
Packaging is very good... thanks amzon...",5
"It's very Good Product value for money save my time due to auto duplex technology.
Only cons is sound it's making very loud sound while printing. Overall it's best.",5
It's amazing printer value for money more than 2months completed work well done doner also changed powder more than 2000 pages done,5
"Very good printer ,i purchase 2 time same this product.buit quilty is very good easy to refill cartage.",5
Value for money printer with automatic 2-sided printing at this price range. Very easy to install. Printing quality also good.,4
Specific button for id xerox,5
"When I used it for the first time, my paper jammed two times.
Printing quality is good.
But first impression was not good for me.",2
It's good product,5
Very good flawless product.,5
I found everything good but when I am scanning using brother utilities application every time it is showing an error.,4
Good,5
Good quality all types print,5
"It is a very good product , quick print and i am happy bcoz 2side is aslo print one time.",5
Machine ok working,5
Got a defective product - the printer simply refuses to power off and never senses paper feed.,2
Best product in this price range,5
Better printer for small sale business administrations..,5
value for money,5
Nothing bad,5
The print quality is good. You can't put legal size paper in the input tray.,1
Excellent product.,5
Awesome Product from Amazon As Usual,5
Drum unit sent local drum is used,2
Very good protect,5
"One of the best printer,it's really good,very valuable it's perfect for my daily official work..go for it",4
I have purchased this product but nobody has contacted me regarding installation process. What to do now?,5
"Printing Noise is having much more, i don't like noise",5
Print quality is superb,5
"Could have been cheaper, and color options.
UI could be better.
Yet to see the printing capacity.",4
Really great all in one printer. Much needed with duplex printings.,5
There is no installation support provided for this printer.,1
It has a very bad problem.It frequently goes in Deep sleep mode.which is very much annoying.otherwise all good,3
Superb printer with affordable price.,5
Just great! Very simple and easy to use. Value for money. Would definitely recommend the product,5
Free cartridge not recieved and 549 rs ka 2years ka warranty card not recieved,1
"Value for money, auto duplex, scan, xerox all at reasonable price.",5
Best in its class and lowest in prize I prefer buying this product,5
Very bad printer and print quality and customer service and 1 months after out of warranty,1
This brother dcp printer is such a value for money product that it help in making my project easy,5
Its really nice product. The print/scan/copy quality is really nice. Easy to use.,5
Quality is good and value of money is also good but it is not easy to use 2 sides copy...,3
You have not given a warrenty card written if any problem regarding this then what i do,4
Best quality,5
"It's was an exlent super
But double print back print was riverside came",5
excellent printer,4
Very easy to use very good product easy installation,4
"Power button not working after 2 days...
And bad printing quality",3
"Perfect print quality, value for money",5
Its service getting very slow.It takes too much time for copying of document and as well print.,1
No,1
"Good printer,Printer quality is very good and good speed is printing",5
Good Product ... Easy to use ...VFM ...Go for It ...,4
Printer is easy to use and its print quality is also good.,4
Good product,5
Good printer. Easy to handle,5
Wish product description was better was hoping for a one with wifi.,5
Print quality is good and it's easy to use,5
"Nice print quality,easy to use and very economical...overall good",4
Handy and efficient. Perfect home printer.,5
photo clarity is not good.its coming face black.,2
Good,5
Best,5
Why first free installation is not offered for this product??,3
Excellent printer n easy to use,5
Easy to use,3
Superbbbbbbbb,5
Good ....excellent,5
"Print quality is best
Need to work more on durability
Overall value fr money...",4
"Easy handle,simple function and colour of printer.
Go for this economical printing....",4
Very Nice value for money,5
Best buy. Go with this. Good service by Amazon.,5
Quality products,5
Good one,4
Very nice product. Reasonable price...,4
Good product,5
Printer works better but case of paper jam is high,3
"Good for normal usage
Like stude",4
superb,4
Good,5
Sumar,3
The joining code and manual have not been provided,3
Some time noise of machine will irritate,5
Good,5
"Performance is very good, but can't print legal papers.",4
Excellent,5
This printer fast time use only. Error drum error ...,5
USB cable not received,2
"Paper jam just in 1month
Not recommended",1
Highly recommended I'm satisfiy this product,5
Great friendly machine,5
Good product,5
Excelled,5
Obviously best performance.,5
Recommended.. easy to use.. worth purchase,5
is there anyone came from brother to install printer,3
Very good quality,5
"Nice product, easy to use",5
Nice product with auto both side print.,4
Nice. Totally worth it.,5
Nice product.....easy to operate 👍👍,5
Please pick a printer bill on mail id,1
Nice product. I like it.,5
wanted a color lazer printer,1
Nice product,5
Good,5
Dcp-l2520D very very good,5
Very good,5
Very nice product. Fast printing,5
everything good. easy to install,5
But there is no additional toner,5
Superb too good printer,5
Bed product,1
Value for money,5
Valuable Small Business Product,4
Less investment more profit..,5
print quality more improve,1
Very good and convenient for two side printing.I am very much satisfied,5
Avg product,5
Superb performance product,5
Number 1,5
Print quality is too good,5
Wonderful product,5
Light is not functioning,5
Must buy great progress,3
Nice and orginal printer with all funtions amazing,5
Supper,4
Very nice and good,5
It's not good quality,1
Good brother printer,5
Its very good,5
Good as aspects,3
Good printer,4
Nice printer,5
Vgud valu for money,4
Bad,1
Worth the purchase.,4
true value for money,4
Very good,5
I like it,5
full pesha vasul,5
Nice product,5
Printer is Good,5
Amazing product,5
Value for money,4
Awesome printer,4
Ok report,4
Rifand arjent,1
Super quality,4
easy to install,5
Best Printer,5
best printer,5
Good,5
Good product. Prompt delivery,5
Print quality good. Very easy to use.,4
Nice printer super build quality,5
Very bad,2
economy,5
Good quility,5
It's amazing,5
Great product,4
Super,5
Worth,5
Best,5
👌👌,5
Nice,5
Like,4
Too good,5
Ok,4
The prodacket is very easy,5
Nice product,5
Good,5
Best one,4
Very bad product,1
Printing quality not satisfactory,1
Good Product,5
Superb product all in one,5
Super Iam satisfied,5
Best,5
Very nice 100% value for money,5
i got this product without cartirage,1
Nice product,4
Good,5
Ging,5
Super,5
Good printer,5
2side printing,4
Good proudct,5
Good,4
it is more than expected in reasonable price.,5
Help me to take invoice....,1
Meets home office requirements. The paper tray does not move smoothly otherwise it would have better rating. I would recommend to others.I have been using it for a month now.,3
"Past 1 month I used Brother DCP L2520D ..
It's working superb
Speed of Print and Copy is Super ...
If select low resolution scan speed OK.
Totally Awesome product ..
Thanks to Amazon ..",5
product is original except for the toner cartridge. That is duplicate according to the BROTHER engineer who came to set up the machine. machine is works well. But when toner runs out I will have to invest in an original cartridge as this can be filled only max one more time according to the engineer....3500/- for cartridge! The reason why this product is cheaper is because the seller is not giving you the original cartridge and toner. I kept it as it would have been really troublesome to send it back to ludhiana by post from south india. Repackingetc.,2
Call me,1
Good job,5
"I bought this printer from a local store. It works with my mac book pro OS 10.10.5 Yosemite very well. I haven’t ever seen a printer which has such a nice software, which is this smooth and easy to use ever before. The support page on the Brother website is ver instructive and easy to navigate that one can throw away all the manuals and cds coming with the printer as you easy get the installation instructions and software right from the internet. The top cover on the scanner can be lifted, which makes it easy for scanning and copying from text books. Together with hassle free two side printing, this printer/scanner is a real boon for everyone in academics. I have taken printouts and copies about a 100 pages.. I haven’t noticed any Paper jam even though the paper used was not the high quality one. I don’t know how it works with windows, I haven’t tested that yet.. Should be nice I hope..",5
"Best amongst competition. Compare key specs n buy. Printspeed, inbox toner, automatic duplex printing. These r few key features that wil suggest u to buy this one. Finally the price...so this one is the cheapest.",5
"more than two months from buing it works nicely, printing quality is good. what i tried to enclose within my budget price its very good printer comes with multitasking print, scan, copy....",5
This machine is good and nice to use,5
Auto duplex Function is very good,5
Is this printer includes cartridge or not with in this printer cost? What should be cartrider cost separately. No more question please.,1
"The product is very good ane helpfull and the printing is ecconomical and easy to use and maintenance, the printing quality is very nice",5
"Everything about this printer is good except build quality. It does not feel sturdy. Print quality, scanning is best in this price range.",4
Wrost product dont buy any product of this company i waste my 13000 rupees on this useless machine and dont waste your time,1
"Good one value for money for the product was good packed and easy handed.

Ok product for small enterprise t",5
2 year use in very best quality printer full paisa vasul machine pleas uses this machine best quality b h,5
So far no issue. It is working fine just as one can expect from a reliable company like Brother.,5
"Too bad print quality , too bad services I have totally loss all of money
Plz think it before you buy it",1
Excellent product i have been used it for 5 years..and still working excellent,5
Worst worst and worst product as well as service,1
Gift Nahi mila hai,3
Everything is fine but I have no receive any written bill of my product,5
Today I have purchased this printer very good at this price,5
"Its heavy duty printer
Easy installation.
good printing
easy refilling.....
overall Good Printer....",5
Awesome,5
Very good product,5
Yes,5
Issue to bill,1
Good product ..,4
"It is a really low maintenance printer.
Many facility of this printer as compare to other printer",5
Like,5
Very good,5
good,5
"i am very happy from this printer
I will suggest brother brand than HP",5
Excellent,5
"big problem I.e
1. Customer Care Service is very poor .
2. Printing Problem.
3. Tonar Replace Problem. Sowing error.
4. Cartize / Mechanic not available.",2
.bad.machine is not working.toner is stopped within 10 months within 4000 pages.,2
Good for xerox and prining. But need instructions regarding installation & user,3
Power cable and data cable are missing,4
good machine.. its worth to buy ..,5
Good product Cost effective ..,4
Good,5
"Very good photocopier, printer and scanner. If any one want to purchase A3 size photocopier or printer or scanner must be purchase this because
1.cheap in rate compare canon, hp, xerox etc.
2.very fast warming up time 15 sec.
3. very fast 1st copy of time just less than 6 sec.
4. 256 mb ram (other company 128mb) for fast processing & collect function.
5. Original toner print out just @0.16/- rupees.
Negative point is only one No duplex with this model, purchase separately original Rs. 7000/-",5
Great delivery time. Product as per expectation. Recommended to go for it,5
Its a brilliant product .... performance is awesome !!!!,5
Good transit time & support,4
"A PHOTOCOPIER + A3 PRINTER AT 30,000/-, GREAT DEAL.
TILL NOW PRINTED 10,000 PAGES, AND JUST ONE WORD. AWSOME.",5
"Selled with out duplex only ,using refill toner is equal to pushing to hell , original only around 3000 for average 12 to 15,000 prints only 25 paise per print ,no service call ar repair wiĺl come for 1lac copy , buy with local service people ,because its like two wheeler needs service backup , after warranty only local service seller will give backup to the buyers they purchase from them ,think before buy",1
"This machine for service contact me
prajapatip507@gmail.com genuine sevice cheap cost and diccount this product this product printer copier and scanner",4
Good xerox machine.,4
"The market price is 28000 to maximum 32000 Rs (depends on location ), I am using one and I am from a very small town.The print quality is good. But the original cartridge (ink) cost around 2400-2600 Rs. This machine has sensor chip, which identifies refill or duplicate ink, so it can't be refilled. and customer has to end up buying a new cartridge. Some people suggests refill ink, but it will not work permanently, after 100-200 prints it will pop up a message saying unknown toner, or duplicate ink. Hence has to be replaced with a original cartridge, than print couple of copies, take out the original cartridge, re insert the refilled one continue for next 100-200 copies. This process has to repeated again & again to use a refilled cartridge or toner. But if you buy in 2800-3200, than its a good one.",3
after filling toner power and chip the printing quality is light only what can i do please answer me,5
FRONT& BACK PRINT INDUCING THIS PRICE ?,5
muje machine lena hai but mai online book nahi karana chahata.. muje aap adrees dedo. mai waha payment karake machine receving karunga. only mumbai,5
"This mechine not good .lm buy this mechine outside Rs.45000.Don't buy I'm used this mechine sixty thousand copy mechine complaint. Toner price high cost,mechine body local quality's pls don't buy this item ,pls buy Canon ir 3320 it 3300 etc...",1
Can we print on tracking paper .by this printer.,4
The worst copier i ever used. I have already Epson & HP machine. This machine have Scanner problem and also the issue in its motherboard.,1
price 55000 is high.,4
too gud,5
"I was looking for scanner and printer for home usage (for occasional printing). I decided the hp 2131 which was coasting around 3100 but shortly it became out of stock. So I went for this one and it costed me 3300 on freedom sale.

Prints are clear and also the scanning quality is good I scanned my brother's college id card it was clear . Speed is also good and it is quite light

I will post full review after more testing.",4
"Good printing.good working.
But,ink problem.....
So,sad...
This is good product.",4
"HP Printer is very good, no doubt and a buy at the price. The only problem is the ""loss-leader pricing"" of the replacement cartridges which become uneconomical in the long run...",3
"I won't recommend this. Hardly it worked, it's not at all taking papers for print. Waste of money.",1
"Nice product. As usual printing cost will be high, though i bought it for scanning purpose. Okay for a4 size paper scanning but can't handle a3 or larger. At 300 dpi b/w scanning takes approx 10 second.",5
"Printer catridge 805 not available anywhere including hp store, without catridge the printer is idle no use.please don't cheat people like this.If the product has no support from its manufacturer please don't list it.",1
"Waste of money. Because I had printed around 75 pages with black and white,by that time ink is totally completed. And i didn't find 805 ink cartridges anywhere. Till now .......",1
"HP All-In-One Printer price is very attractive but running cost of ink cartridges is very high.
Scanning is good quality but can scan only one page at a time & you need a separate file binder software to merge all files in single document.

Now coming to cost- (discounts can be available occasionally)
Printer HP 2131 costs close to Rs 2,300 (under discount offers)
It uses HP 803 Ink cartridge.
B/w cartridge costs Rs 702 & colour cartridge costs Rs 836

B/w cartridge can print around 60 pages for Rs 702 & colour cartridge can print max 40 pages for Rs 836
thus cost of single print is Rs 11 Rs/page (B/W) & 21Rs/Page (Clr)

HP's claims for number of pages are under economy mode & under lab test conditions - actual user will get above stated numbers
refill kits are available at half prices of original cartridges but quality of colour prints will be compromised.

Thus recommended to purchase only for occasional users with low usage.
Not cost effective for regular & heavy users.

Please also check my review for HP Deskjet 2135 for cost per print

You can encourage me to write further reviews by hitting YES button :)",3
Printer is good. Scan and print quality also good. But setup takes more time to understand the product and installation. I did myself and it's working fine. Thank you Amazon for the good product.,4
"A very bad product. I can't imagine HP is selling such a part printer wherein the cost of one print out is almost 10 bucks. The ink cartridges are not even able to print 100 pages and cost of cartridge is 1000 bucks so it's cheaper to get print out from the shop then buy this piece of junk.
We even went to the HP store to sort out this but they have no clue. ( Or sometime ignorance is bliss)",1
"Fantastic delivery by Amazon. BUT STRANGE, was not in normal Amazon packaging???
USB cable faulty, careful study shows a duplicate as no ceramic finish, plus pins are not in line.
Installation is done by me using old cable, printer working fine no problems there.
WHY IS IT NOT POSSIBLE TO EXCHANGE CABLE ONLY? don't want to return whole product waste time, and had disposed of the original packing.
Strongly recomend anyone, not to accept product if not in amazon packing, think this was my problem.however was in hp packing and sealed, but who knows who is responsible? all i need is a cable, price on amazon approx 1500, printer cost approx 3000. ""crazy""",2
