Reviews,Ratings
On call plus.Fine delivery and authentic product.,4
Very good product.Good performance I suggested other sugar patient also,5
Gluneo lite.Good product with discounted price,5
gluneolite.product is good,5
Gluneo lite.Good and timly delivered,4
Best....Best and timely delivery,4
"Satisfaction At Last.The picture on SnapDeal showed complete product in box packaging. But when it was delivered without outèr carton, I was hesitated to use. I complained to SnapDeal. Even though the item was not a returnable one, they agreed to collect it back. Hats Off SnapDeal. But then I used it and results seem satisfactory comparing to lab reports.",4
control D.very good product,5
Great deal....Nice product...,5
"Excellent.Excellent product and very fast delivery, thanks snapdeal..",5
Easy to use.Nice product at this period,5
Five Stars.Good product and the product was received in good condition.,5
Perfect.Nice product and cheap price,5
Good product.Good product,5
Nice product.Quality product and worth for each rupee,5
Pathak.This product is good,5
Nice One.It was good experiance and i m delighted enough to have a bp monotor on very reasonable price.,5
Meraj khan.Nyc delevery time,5
Dr Morepen BP-02 Blood Pressure Monitor.Nice product in this price.... Awesome,5
B P Machine.It is very good,5
Great deal.Its good price compare to local pharmacy. Price is 700 for 25 strips.,5
Great Buy.Original and Good Shipped,5
original product.i am very happy,5
Bayer.Best products.,5
Happy.Nice and good products,5
Product.Good to see the products and cost,5
Nice product..Please send me phone numbers of Snapdeal company.I want to talk to senior manager.,5
Contour Ts 100 strips.Good packaging and best price.,5
Easy availability in India..Good product,5
Accurate Reading.Good. It carries an expiry date of Nov'2021.,5
Vgood.Satishfied,5
dr morepen.real value result,5
The Rock.Nice product,5
Super.Super we got it on time,5
Wonderful.Nice product.fastdelivered and perfect.no cheating. thanks,5
"Very good.I like it, it is v.fine",5
Five Stars.Nice strips,5
Excellent supply.Very good glucometer n strips of the glucometer is always with SNAPDEAL with out any delay,5
Good product for this price.Good product,5
Summary.Quality is good,5
Nice quality.Thanks snapdeal,5
Good and very nice.Very nice and I purchase this for my grandma,5
"Good product.Good product very perfect to 
Our money",5
Best category of this products.Best category of this products,5
Contro D.Good product and delivered on time.,5
Nice Service.good product,5
Very nice.Snapdeal value of money thanks,5
Delivered early.Early delivered but packaging is some damage.,4
Sugar machine.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
Good One....the machine do not show the readings/figures.,5
BCG machine.Good product I like it.,5
AWSOME.Good One...and effective Life time warranty is really good..,5
Good product.Thanku snapdeal,5
Five Stars.AWSOME AWSOME,5
Looking good.Value of money,5
Good product.Very good product very accurate results thanks snap deal &Dr morepen,5
Very good.Meter working properly .Nice product.,5
All is well.Product is very good with low price,5
glocose monitor.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
Nice products.the machine do not show the readings/figures.,5
Nice product.find in good condition,5
Nice and good.Nice products,5
Nice one.Less blood is required for the test. Wastage of glucose strip is refused.Great value for money.,5
Dr. Morepen.Thanks Snapdeal,5
Good quality and good delivery.Good product,5
Mast 1 no..Nice products,5
Very good product.Best products,5
Perfect.Bahut acchi he,5
Five Stars.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
Very good product.the machine do not show the readings/figures.,5
Great stuff.Very good.,5
"Nice monitor.Very good product
Its really aqurate result",5
Good deal.Very economical. Havent yet used. Hope it works great. Thanks snapdeal for a wonderful purchase.,5
Nice quality.Its vry good parfect protect and reasible price as well as better for a market,5
Good item.I Just had a fast delivery app shows 4 days later order was delivered in 2 days,5
Genuine product working fine.Timely dispatched,5
Great deal.Very nice pise,5
Five Stars.Good purchase,5
Nice product.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
Nice product.the machine do not show the readings/figures.,5
Five Stars.Easy to use nd read glucometer...low price...,5
Good quality.Reasonable rate,5
Nice working.Very fast delivery thanks,5
Excellent Prodict.Excellent 👌,5
Good Better usefull very quick.Nice working,5
Very quality product.Excellent Product,5
Glucose meter.It is very good,5
Useful.Osm very very nice,5
Excellent.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
Good product.the machine do not show the readings/figures.,5
Good service.I am so happy on this items,5
This is good quilty and best offer.Good product value for money,5
Good Thanks.Good service,5
Vera level.Medical products lo best offer,5
Good quality.Good Service,5
Product is the life of Diabetic man..I dnt have to say,5
Very Good.Good quality best price,5
Finally it's original product delivered  to snapdeal  i Happy this product.Product is the life of Diabetic man.,5
Good quality.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
Good morning.the machine do not show the readings/figures.,5
Five Stars.Working properly and accurate reading.,5
Awesome product.Good product,5
Five Stars.Great product everyone who. Has sugar problem must buy and used it,5
nice one.Great deal.. thanks snapdeal,5
Best Price.NYC result of this glucometer and easy to use,5
Good satisfied.nice one  supper,5
Super.Both are the Best Price And the product,5
Five Stars.Its a very helpful device for my mother i purchase it,5
Perfect.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
Very good Product.the machine do not show the readings/figures.,5
"Five Stars.Easy to use result come in 5sec
Good product",5
Best Product.It is small and perfect product for examine the Blood Sugar.,5
I got more.Excellent product...,5
Five Stars.Best Product with Quality,5
Super.Early delivery and good quality then expected..,5
Nice product.Good experience,5
Five Stars.Very useful with this price,5
Excellent.OK...................,5
Good product.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
Five Stars.the machine do not show the readings/figures.,5
Nice product thanks.Nice products,5
Good khub valo.Worth full,5
Super.Very nice product,5
I have tried many machines I found this one better for the lifetime warranty and fast response.Good khub valo,5
Glucose metre.Best nice prodect,5
Excellent.Faster response and better accuracy plus life time warrenty,5
Good Delvry.Fine thank you,5
Very good.Good and cool,5
Good product.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
"Nice packing, quality product, great deal & home delivery.the machine do not show the readings/figures.",5
Great.Fast delivery...like it,5
Excellent.My experience was awesome,5
Jalpesh Desai.Nice chif and best,5
"Value for money.What you expect in this price, in medical store it was more than 900 rs",5
"Five Stars.the product is perfect as per specification and very reasonable rate then the outlets, well its Jan-19 product. just buy it you need it.",5
Wonderful item unbeatable price.Aswm product,5
Worth.Super product,5
"Great accuracy.I am very happy to get this device with a free gift and quick delivery under unbelievable price. For that reason, I am again order the same unit. Thanks to Snpdeal.",5
good product.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
Five Stars.the machine do not show the readings/figures.,5
As always perfect.good product. its price is low than market.,5
Five Stars.Good product,5
Gudddu.Best experience,5
Super quality.Thanks for in time delivery and what I received for what ordered and completely working condition,5
"Very good one.Gud.
Long delay",5
Good quality.Super quality,5
Glucose monitor.Good delivery. Good product,5
Perfect.Dr morpen very good product,5
Nice product.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
Excellent Product.the machine do not show the readings/figures.,5
Nice product.Must buy product.  Authentic one 🙂,5
rslt in short time.Giving perfect results... awesome for this price..Thanks snap deal for the quick delivery..,5
Excellent with low cost.Nice product.Very helpful for checking blood sugar level,5
Five Stars.still not checked accuracy with after doing test in traditional method,5
"Dr More pan Glucose monitor.Excellent, low cost, test strips are also cheap",5
Great service thanks SD.Good product,5
perfect device at very low price..Good and simple to use. Worth the money paid .,5
Good product.Great service,5
GOOD QUALITY PRODUCT.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
Five Stars.the machine do not show the readings/figures.,5
Best deal.VERY HAPPY,5
A1 QUALITY.Nice product..,5
Its really good and supportive.Good and cheapest,5
Nice product.Nice product,5
Perfect.Its really good and supportive,5
Five Stars.Easy to use.,5
Good product.To good quality,5
Need and fast.Nice product,5
Nice..Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
Perfect working nice.the machine do not show the readings/figures.,5
"Good products.Satisfied, thanks.",5
Five Stars.Perfect working nice,5
Five Stars.Good products,5
Good product.Excelent product,5
Good product.Nice product recomended for all,5
Very good.Good delivery,5
Self Doctor.Good product every one should kept in home,5
Vivek.Nice very verry very good,5
Good product for a reasonable price.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
Five Stars.the machine do not show the readings/figures.,5
Super.Got it before mentioned time. Satisfied with the product.good service from snapdeal.,5
Dr Morepen Giucose Monitor  BG03Grey Color.Good and user friendly,5
"Nice product.Quick delivery 
I am happy",5
Very good and nice product...5 stars ... accuracy 99%.....best in the market.Good. How to get Test Strips and piercing needles as and when required,5
949674.Nice product,5
Good equipment.Very good nice,5
........Good product,5
Good delivery.Nice product,5
Glucometer.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
Nice product.the machine do not show the readings/figures.,5
Dharmendra Singh.Very good product,5
Nice Customer Service.Very good product andin time delivery,5
"very good.Good, but not sure about its reading quality and accuracy.  Otherwise product was good.",5
Guality.Glucose Monitor is giving Error. Please replace full set.,5
perfect.very good product,5
Five Stars.Good as per the price,5
Super.very nice order,5
Dr morepen gluco meter.Good accuracy full,5
Quality.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
nice & useful products.the machine do not show the readings/figures.,5
Not good.Product is in great deal,5
Good good.best among avilable options,5
Very good.Kindly no give this type of item,5
Five Stars.Good good good,5
Good item.Good glucometer at lower price,5
very good.Good worth of money,5
Super sir good product.It is easy to measure sugar level in bood.,5
Good Product.good product,5
Very good.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
BG 3 Morepen Glucometer.the machine do not show the readings/figures.,5
Perfect delivery.Awesome Product and useful also,5
"Five Stars.Fantastic delivery time, and nice product.",5
Awsome product.Delivery boy was very responsible.,5
Hhhhhh.Excellent item with so cheap price...,5
Glucose moniter machine..very cheap and good quality and working fyn.,5
"Best product.Good.... 
N.S.S TRAVELS AND CONSULTANCY SERVICES",5
Very nice.Good to use.affordable price.,5
Excellent performance.Good product,5
Packing was not so good.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
Very good product..the machine do not show the readings/figures.,5
"Very good.I checked it by doing a RBS test,, results came as expected,, good one.",5
Very good.Very  good product and gives accurate reading.,5
Value for money.Good very happy,5
Five Stars.Good service and thanks,5
Morgen clucos.Great product at very affordable price,5
Dr Morepen Glucose Monitor.Good service and very good pricing,5
Dr morepen.Machin kharab h,5
Five Stars.Very cute and nice.,5
Good product.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
Excellent.the machine do not show the readings/figures.,5
Glucometer.Accurate results in few seconds,5
Nice and Wirming as aspected.Nice product,5
Nice product.Gud one with accurate readings,5
Easy to use and superb product.Good one working perfectly,5
Easy to use product at a reasonable price..Good product. Get is price,5
Glucose Monitor  BG--03 ( Grey Color)+ 25 Test  Strips.Easy to use and superb product,5
Easy and quick response..The product easy to use and comes at a price much lower than MRP at Snapdeal. A user manual and 25 test strips are included.,5
Nice product.Very  Satisfied,5
Thanks for us.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
Five Stars.the machine do not show the readings/figures.,5
"Very good itam.Very nice the glucose monitor easy for use thank you
All tipes product in Snapdeal",5
"Five Stars.Excellent.value for money
Accurate",5
......This monitir doing good job  for me,5
AZIZUR RAHMAN.Very good product,5
good product.Very fast delivery,5
Nice product.I m very proud and honesty say product is so god quality,5
Grear seal.nice product.its an accurate reading,5
Superb.Very nice product,5
Glucometer.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
Dr. Morepen Glucose Monitor BG-03.the machine do not show the readings/figures.,5
Nice product very nice.Fairly accurate results.,5
"Nice product in very low price.Good product and simple in use, product reached in time by the snapdeal thanks.",5
5 🌟 rate to item.Great product,5
Nice and good.Nice product with very low price,5
perfect product delivered.Good knowing,5
Good quality.Good And accurate product,5
Dr morephen.satisfy with delivery,5
Best products and very useful things.Nice experience,5
Best products.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
Good product.the machine do not show the readings/figures.,5
s.khan.Thanks thanks and thanks,5
Good product.Excellent discount and wonderful product.,5
Just wasooom.very  very  niceeee,5
Very nice.Value for money. Easy and simple to use.,5
Five Stars.Just wasooom,5
Nipen.I checked my blood sugar it works very well,5
Five Stars.Very Useful Device,5
Good & useful product.Received intact,5
It very good product.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
Excellent.the machine do not show the readings/figures.,5
Gluco meter.Nice product its manufacturing apirl 2018 its good ........its delivery date 19 jun 2018 but it's  delivered  15 jun 2018 ☺☺☺,5
Nice product.Excellent product,5
Goood.So nice product,5
Gluco meter.Happy with this product.,5
Good prodt.Good product,5
Awesome.Nice one for diabetic patients,5
Good quality in resonable price..Very useful item.tank snapdeal,5
This is very nice product.Good n easy to work properly,5
Five Stars.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
Five Stars.the machine do not show the readings/figures.,5
Nice buy.Nice product,5
Good Packed.Best product and reasonable rate thanks snap deal,5
Very good product.Accurate value. Good product in this range.Loved it.,5
Excellent.Same product  ordered by me,5
Fastest delivery.Perfect & accurate results,5
Five Stars.Very good service and product thnx snapdeal,5
Super.Very fast delivery and nice product,5
Good quality.Good and genuine product,5
Gluco Meter.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
Glucose meters so good.the machine do not show the readings/figures.,5
Thank u snap deal for giving me better prodect in cheaper price.In this cost very nice n useful product with life time warranty.,5
Five Stars.Very nice product i like ur services,5
"Nice for best price.It is very pass wasool prodect what I have to by snap deal 
thank u snepdeal",5
"Great Product.Good
easy to handle",5
Very good Product.Chiep and best,5
GOOD product.Great Product in this Price Range,5
Great.Easy to Use and easy to access,5
Superb.Accha product he sasta bhi,5
Can Recommend.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
Dr. Morepen Glucose monitor BG-03.the machine do not show the readings/figures.,5
Good..Working wekl,5
"Most deliver super nice.This product is really very very useful for all diabetic patients, lt's very handy& easy to use, also reasonably priced.",5
It's really good.Quality thik hai.,5
M k kumawat.Super mast quality,5
nice product....Please continue our trust on Snapdeal,5
Five Stars.Value for money,5
Worthfull.nice product and good quality,5
Five Stars.Nice product,5
Excellent.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
Jitendra.the machine do not show the readings/figures.,5
Five Stars.They have provided some needles with this,5
Sugar test machine.Superb Happy,5
Nice product.Good product,5
Valuable product. Worth for money.Thanks its a good,5
Worth it.The Product Is good and Working Properly,5
Gives correct reading. Satisfied with this purchase.Good and valuable product. Easy to use by ourselves. Because of this product i can easily track of my aunt's sugar level periodically at home.,5
Good product.I would recommed you this product.Before writing a bad review please read the manual book. Those reviewers who don't read manual and write a negative review are mad ! Read it carefully !!,5
Glucometer.Superb product   in less price.happy with the purchase,5
Good product working fine.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
Excellent services seller.the machine do not show the readings/figures.,5
"Five Stars.i bought this item and its working fine and cost effective also, only thing snapdeal took 8days to deliver the item,",5
"Please send my gift cupon soon.Excellent Services In Time And Quality Is Perfect
All team sanpdeal always  perfect Excellent services onliy 478  rupices.",5
Blood suger test machine.Very simble..........,5
Good product.Experience was good,5
Bahut acchi deel.Product is very good,5
Five Stars.Working perfectly,5
Excellent product.100 santust,5
Good product....thanks Snapdeal.Good service,5
Its so reliable e-shopping company.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
Five Stars.the machine do not show the readings/figures.,5
"Ramesh Bahl.Awesome & quite easy process,having snapdeal shopping feel me so satisfied",5
Good quality. Value fr. Money.Gud morepen glucose moniter bg-03 best pro,5
Good product good.Really a very nice product with a very good price. I have purchased many till now for my friends also.,5
ᴡᴀᴛᴄʜ.Good quality. Value fr. Money,5
glucose monitor.Good product gkod one,5
Good one I like it.ꜱᴜᴩᴇʀʙ ᴅᴇᴀʟ,5
Bhcxcvbkkjjuyrdzxxx.superp product.use easily nd best price,5
Five Stars.Good one I like it,5
Working.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
Glucose monitor.the machine do not show the readings/figures.,5
Five Stars.I like it product,5
"Dr Morepen Glucometer BG-03.So useful, working accurately",5
Awesome.Its ok good,5
Awesome.Good product. I am using it since last few months.,5
Very easy and effective..Best product in best price,5
Five Stars.Very good purchase for me.,5
Fast delivery.Good and effective. Very less blood sample required for reading.,5
THIS PRODUCT IS VERY GOOD.Fabulous att,5
Sugar machine.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
Everything is good.the machine do not show the readings/figures.,5
Nice service.Very nice product,5
Very nice product.Need again,5
Delivery.Nice Product,5
Quality.Very nice product,5
Owesome product. ..Thanks for your delivery,5
"Glucometer.Best results, Thanks Flipkart",5
Good in this price range.So useful .,5
Good Product.Very very good & useful product...everyone try,5
Amravati.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
Very good product.the machine do not show the readings/figures.,5
Dr morpho glucometer.Its very nice product,5
Dr.morepen glucometer.Good product according money,5
Five Stars.Dilevery is fast product is good,5
Good purchase.Good product with low price,5
Five Stars.Nice machine,5
NICE PRODUCT.The monitor gives your a very accurate reading...,5
Excellent quality.Product is good,5
Not Taranfer my refund.Nice product it usefull,5
Perfect.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
Love to use.the machine do not show the readings/figures.,5
Best value for money..I am appreciate,5
Glucometer.Fully satisfied with this product. Absolute original and approx 50% less from market.,5
"Five Stars.Quality product, working without any problem.",5
Glucose monitior.Good product,5
There is no issue in this machine so we can purchase it.Worth for money,5
Good working.Good product working find and purchased two missions,5
Good product.Its good there dip also included,5
Good Product.Good working,5
Easy to use.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
Nice working.the machine do not show the readings/figures.,5
Over All Good.Nice product with no error,5
Five Stars.Good in less price,5
"Five Stars.Nice quality,quick test",5
Really Good.Good product.....result is very good,5
Genuine instrument..Nyc product,5
Thank you and Good.Good product,5
Too good for us.Good useful product.Helping me control my diabetes.Thank you Snapdeal.Only wish the delivery could have been faster.Packing was up to mark.,5
Dr Morepen Glucose Monitor BG-03(Grey Color) + 25 Test Strips Free.Thank you snapdeal,5
Five Stars.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
Useful product.the machine do not show the readings/figures.,5
Nice product.Very Nice Product,5
Awesome.Good monitoring .,5
Best product.Nice product,5
Five Stars.best product at affordable price,5
Best price.Satiafide for product,5
Satisfied 😌.Exelent product,5
Supeb.Product is good at best price.,5
Five Stars.Satisfied 😌,5
Gluco.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
Good quality product.the machine do not show the readings/figures.,5
Good product.Good think,5
Better delivery.Nice product  i like it,5
Amazing Service.Its nyc well working,5
Excellent.Better delivery,5
Five Stars.Very fast service,5
Good prodevcut.Good device,5
Five Stars.Good working,5
Best of all.Nice products in use all parson,5
Very good.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
"So convenient,it facilitate us..the machine do not show the readings/figures.",5
Great deal👍👍👍👍👍👍.Very good product and service,5
"Five Stars.Very helpful,no need to go to pathologist for blood sugar check.very needful in extreme weather conditions because u can check your blood glucose at home/any place.",5
Five Stars.Quality is so so good. Working in good condition till now. Thnkew Snapdeal for this offer. Must buy,5
Very nice product.Good working,5
Nice product.Good thanks,5
Excellent deal.Dis monitor is very useful for my dad..now I can check his blood sugar at home...gives accurate result..it saves tym n money...,5
Five Stars.Nice product,5
"Five Stars.very good product. fast delivery, value for money",5
Five Stars.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
Shashi.the machine do not show the readings/figures.,5
Sugar test machine.Very accurate device... As per my experience,5
Excellent glucometer device.Really Superb,5
Quality.Yes amazing product i like it,5
"Dr Morepen Glucose Monitor BG-03.Excellent product and delivered before time, excellent services of Snapdeal",5
"Glucometer.Good one ..,...",5
badiya hai.Excellent Product. Have tested working good.,5
About this.Nice product very reasonable price..,5
About glucose monitor.sasta and badiya hai,5
I received good communication.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
Gjb product hundred % real product.the machine do not show the readings/figures.,5
Original equipment.Good product,5
good quality.Real product,5
simple & EASY.Original quality,5
Glucometer.good quality,5
Good items.Easy & simple to use by old people. immediate results.,5
Good product original product thanks snapdeal.Awesome product at such price,5
Value for money.Looks good easy to use,5
Nice product.Very good product,5
Very best deal.Initially looks good ! But can ask me after 6 months ! Will apreciate if SNAPDEAL can arrange for the testing strips at discount !Anyways thank you si  read more,5
awsom.the machine do not show the readings/figures.,5
Good product.Very best deal and good product too.,5
Good Product.its awsom device i loved it,5
Excellent product.Its original. Its of good quality.,5
Woow Snapdeal.Good Product,5
Good product.Excellent product within reasonable prices.,5
Dr Morepen Glucose monitor.Thanks Snapdeal,5
its nice i loved it thanks.Good product,5
"Superb.Got the product with 25 strips as mentioned, good product working fine.",5
