Reviews,Ratings
"Not compatible with Vaio VPCEB44EN! But Snapedal Refunded my money Promptly, Without any Issues!.I have ordered this product for my ASUS S550CM-CJ054H ... And it's working clike champ..

Go for it..:)",5
Amazing Product.easy compatible  with (my)lenovo G580 & other laptops,5
"working fine in Dell inspiron 15 , 3521.I Ordered this Ram on 12 th Nov, received 5 days after placing the order. However this Model was not supported by my laptop as my laptop was 4 years old.So I tried for a refund and to my surprise within 24 hrs They've refunded my money in my freecharge account!

Definitely this isn't a product fault!

Thanks to Snapdeal and the seller for their excellent service !",5
Nice product with great price.easy to configure in inspiron n5010. and good speed,5
"Awesome product.There is no notable speed improvement after installing RAM, It's an OK product.",5
"Amazing product.....It's perfect upgrade for my hp laptop, it was easy to install and compatible to lappy
working awesome was delivered very early then expected",5
reasonably priced!.Nice product reasonable price. I would recommend the product to my friends as well.,5
Amazing Product.Amazing...product...from crucial...fits perfectly....and very...good performance....,5
Comparatively cheaper and better product.Good quality ram at reasonable price. delivery was ok.,5
Best Works on DIMM SLOT in Dell Vostro 2520.Amazing Product worth money and the best ram in the market,5
"Excellent low-voltage RAM.Delivered on 2nd day. Installation is super easy so who all are seeking for urgent upgrade of their laptops, go ahead and buy. Worked with 3 year old Samsung laptop even if the voltage was higher than specified for this RAM",5
"Good product.I have a Dell Vostro 2520 with a Hynix 2GB DDR3 Ram which worked at 1.5V. So was confused in buying this DDR3L ram working at 1.35V.
Rest Assured, The ram is working great alone and with the 2gb Ram to give a total of 6GB.

Though CPU-Z shows it working at 1.35V along with 1.5V 2GB but I havent encountered any Problems till Now........Had successfully passed memtest and other benchmarks :)

Pros:
- Easy to Fit
- Genuine
- Is of Crucial :p

Cons
- None i guess",5
Perfect. It doesn't get any better.I got this as an upgrade to my dad's 5 year old Lenovo Z560. Note that the voltage rating is 1.35V only! Recommended to buy in pairs to run on dual channel mode.,5
Good product.easy to configure in inspiron n5010. and good speed,4
"Good...you can go.There is no notable speed improvement after installing RAM, It's an OK product.",4
Awesome product.no issues so far,4
Good One.good and deliver on time or before time,4
Satisfied with the product but with the packing..Must buy...budget friendly and reliable ram.,4
"Working perfect for Lenovo B40-70.the product is 100% original & works Perfect...
Note:- If ur having a 32 bit OS[windows 7] then u cannot use more than 4gb of ram, but it works good for 64bit OS...",4
Good.A good product. Delivery was on time. I didnt like the packing though... Otherwise everything is fine.,4
"Nice product @ this price..I have purchased this ram for my lenovo b40-70 at first i was skeptical ,after installing its working fine and totally compatible with lenovo B40-70 NOTE BOOK . Nice packing , brand new go ahead for purchase",4
Good Product.its working fine for my acer aspire  e1-571g laptop,4
"good one.Good product. I used it in TOSHIBA C50A - X0012, it is compatible in this laptop. I will recommend this product.",4
Great and affordable laptop ram.easy to configure in inspiron n5010. and good speed,4
"Gud product.There is no notable speed improvement after installing RAM, It's an OK product.",4
"working perfect.genuine product..The ram is absolutely amazing. Works amazing with my 3 year old Z570. It was just plug and play no extra settings required. My laptop does not run it on 1600MHz but that is a chipset issue. 
The only gripe I have is with the delivery it took over 8 days to deliver even in city like pune. Please snapdeal try harder on delivery as others online retailers are way faster.",4
"That's Good Stuff.It really best, delivery also good n before expected time.",4
Reliable RAM.Working perfect genuine product no issue till date.,4
"Average.good ram, used this ram in dell n5010, it is compatible this laptop, i ll recommend this product.",3
"Thanks.thanks for sending Dell Genuine Original Box Pack Battery for Dell P/N 312-0818 451-10673 F286H F287F
by Dell.. in Very Low price",5
Good Product.Best shopping Best quality,4
oiginal battery.It give a back up of 2 hrs only. I am not much satisfied. The new battery provided with the laptop gave 4 hrs backup comparatively so this product is  read more,4
Review of my shopping with snapdeal.Best shopping Best quality,4
quite k product.original & good product. backup 3 hr.+ and fastest delivery .,3
Average.I like the product and the service,3
its not genuine.d product gives around 2 hrs back.... BT nwdys  it seems like Snapdeal wnt hve their customers care.... cz  there is no option on ivr to speck to customer care... so guys careful..  in case if u required product replacement or  facing any other issues..,2
waste of money.It give a back up of 2 hrs only. I am not much satisfied. The new battery provided with the laptop gave 4 hrs backup comparatively so this product is unsatisfatory.,1
too costly....product is good. but the price is high. you can get the same memory at 1500 or less...,4
Too good.Now satisfied with the product... its a lifetime transcend DDR2 RAM 2 gb perfect,4
"Average, Ordinary.product is good. but the price is high. you can get the same memory at 1500 or less...",3
Awesome.Perfect battery,5
Original.Gud battery Dell original.....,5
"good product..good product, Quality is good after all it's dell",5
"Nice Quality, working for 3-4 hours with new battery.3-4 hours battery life",5
good product.good product with vergood packing.,5
Battery for Laptop.Arrived much earlier than promised. Happy with the item.,4
"Its Good... .....Its good, working properly, You may go for it........",4
"Dell inspiron laptop battery is not working properly.It shows 100% charging but the power switch is off, laptop also get off",2
Convenient buy.Checked the manufacturer's RAM support types for my all-in-one HP system. This model was the same color and type so oredered it. The expected del  read more,5
Good product.Its not good product. Do not buy this product. This is not Hynix RAM. This is noname RAM. I bought this product and have received a faulty RAM,4
Good quality product.Checked the manufacturer's RAM support types for my all-in-one HP system. This model was the same color and type so oredered it. The expected delivery delivery date was big but it was delivered sooner. I fixed the RAM myself only on my PC. Convenient buy,4
Its compatible and cheap.Just good not a bad,4
"Good buy, Cheap price compared to  other e-com sites.Good quality product",4
Manufacturer of this RAM.It's working fine with Dell inspiron n5110. I bought 4gb from snapdeal. Laptop was  having 4gb by default. Now total 8gb working fine. It's cheaper than other online shops at the time of purchase,3
Kingston 1600mhz instead of hynix 1333mhz.upgraded my ram in my hp pavilion dv4 3145tx. Working fine and no issues as my other ram came with my laptop is same as this. Delivery is  late.,1
"Bad Quality of product.Though this product claims to be Hynix's ram, the actual product which arrives is Ramaxel technologies's RAM with a hynix sticker on it. It is working fine but not sure about the life of the RAM as I'm not so familiar with Ramaxel when compared to Hynix",1
"Laptop Skin was fine.Snapdeal prices are good compare to others,the snapdeal support team is fast, product was nice and attractive",4
Nice product.Nice product,5
Good quality product.Good quality product,5
Good and original product.Good and original product,5
Nice product and genuine.It works very well and still in use and it is original,5
Good product but bad delivery.RAM is working fine in my Dell Inspiron 1525,5
Excellent ... :).My HP Mini 210 netbook is doing great with this memory.,5
Good product for reasonable price and delivered in time..Good product for price and delivered in time.,5
very good product.a good product at a resonable price..,5
"Finally got ddr2 ram.After searching long for ddr2 ram,finally found on snapdeal.",5
"Awesome product..The product was nicely packed, though it had misleading sticker on top written as DDR3 but the product is exact as per its description. I was able to successfully register the product on Transcend website and it shows lifetime warranty(5 years).",5
Dell Original Genuine Box Pack Battery Dell Inspiron M511R N3010 N3010D N3010D-148.excellent battery with backup of 3.5hours. good service by snapdeal,5
"Satisfied with the Purchase..As the model number is not mentioned in details i was curious that it may fit or not, but it fitted perfectly and after a use of 2 day its working fine. 
Delivery from Snapdeal guys was awesome as product is delivered many days before promised date i.e 7 July 2016 and delivered on 2nd july itself 
Thumbs Up for delivery",5
"Great.Satisfied with the product
Laptop stickers are here",5
Refund successful.Really good service support for customer from Snapdeal,5
Perfectly working.Perfectly working,5
Good product.Bit long in delivering,5
Mr Pramod b s.Very good product,5
Excellent product.Very good product quality and genuine you get in cheaper price only on snapdeal,5
Works perfect.It is original.... enough said....if you still doubt scan the bar code and Google it,5
The Product is excellent except the power cord.I would give 5 stars to the product and 1 star to delivery service.,5
good product.good product,5
Lenovo Adapter.This is very good item for lenovo and supported laptop,5
Lenovo AC Adaptor.This was a very good buy . Value for money . Only delivery took a bit more time.,5
awesome product.i got the original HP laptop battery which was of recent make at a very good price. Snapdeal has the best deals available.,5
AS DESCRIBED ORIGINAL DV4 BATTERY 5 STAR best backup.Received today between 11 to 1 pm working very good and yes it is genuine hp with hp box packaging very very happy with this,5
"very excellent price , original product.what a price, original product in a very low cost margin , very satisfied with that battery",5
"Perfect.Snapdeal is the best online shopping portal, easy to use and easier to find product. i have purchased a HP DV4 Laptop battery, it is working Excellent and is original..",5
Very Satisfying.Does what you expect... from a packed HP product.,4
"excellent.It comes  in original hp box.Its manufacturing date is aug 2017 month old.So buy only those battery whose manufacturing date is 1 year less.It is little bit pressed at the corner, but it doesn't matter.So i recommended to Buy it.It is the cheapest original hp battery.But the delivery is so much late.Its battery life is 1.5 hour max.And it compatiable with all models that described in.",3
its working good charge for 3-4 hrs.the product is good.price is reasonable compare to the HP store.But the delivery of the product is too late.takes min 10 days,4
Superb:.nice,3
Nice good product work s faster.Superb good quality,5
Very nice.its very nice service and good delivery system,5
Perfect.Item delivered as described and worked as expected.,5
"It is working good, and best supported for my laptop. I like it..It is working good, and best supported for my laptop. I like it.",4
Good but a used product delivered.RAM works well with laptop but it appears to be used one and not new one. Didnt come in company package. Still does the job what I purchased it for.,3
good product.nice product and got on time at a reasonable price than the market. Battery working quite good. Thanks Snapdeal,5
Good original.Good and original battery,5
Good responce.Good condition with timely delivered,5
"genuine.good product, quick delivery",5
"Battery for dell inspiron n5110.Before time delievery, good packing, very good battery backup, origional dell product...500 star",5
Original product.3 to 4 hours backup,5
Really a genuine product with backup of 2.5 hours.OK product does what it says ...2.5 hours backup last 1 year,5
Normal use.Only laptop full charge it will be discharging 2 to 3hr,5
Good Product.Good product and off course nice service provided by local staff of snapdeal.,5
Nice product.Very nice product,5
Dell Original Dell Inspiron ORIGINAL DELL Inspiron N5010.BEST,5
Good Product.battery charged upto 2 hrs.,5
"Best product...Dear Friends, Have a nice day, Once again I thanks to Snap Deal and Seller. I received Original Dell Laptop battery with good packing many thanks to seller. I ordered more item in online but  I satisfied with Snap Deal Site ...I recommended this site and seller who are willing to buy your product very safe and trust.....",5
works well.fits perfectly in dell inspiron 15r n5010. 2.5hrs backup is there,5
"Nice product in nice price.Snapdeal provides all tme best products on less prices in very less tme on the door.....
Thank you snapdeal 
Bole to jhakkas deal!",5
"Perfect fit for Dell N5010.on my dell n5010 it gives about 2.30 hr back up,which is good..",5
Orignal product..nice product thanks.....working good,5
"Perfect product which I was needed!!!!!!.What else you can ask for when you are getting perfect match from Dell for your laptop and that too at so attractive price.

Thank you Snapdeal !",5
Economical product.Product is orignal and nice packing from snapdeal.,5
"MY DELL INSPIRON N 5010 LAPTOP BATTERY.I am using the battery for my laptop for more than 6 months now and not found any issues till date!!! . The charge holds for 3 hrs, if the battery is fully charged with normal use.

I got the right one needed!!!!!!!!!!!!",5
best original battery.BEST,5
Nice Product with low price.battery charged upto 2 hrs.,5
100% original.Battery is nice best for buy again n again price also good in Snapdeal,5
original batteries at great price!.Nice Product :) Thank U SnapDeal,5
"perfect.this product was 100% original and genuine @very good prize. 
thnkyou so much for deals like this",5
nice one.Got delivery within 3 days original Dell laptop batteries at a price lesser than the dealer rates,5
SUPERB.perfect,5
CAN'T GET ANY MUCH BETTER.worth for the price,5
Good battery for Dell.THE BEST PRODUCT AS USING WITH SMILE.GREAT.,5
good product.BEST PRODUCT AT BEST PRICE,5
Perfect. It doesn't get any better.BEST,5
Good product.battery charged upto 2 hrs.,5
overall good.I am satisfied on receiving original equipment promptly,5
go for it value for money.Good seller,4
Good one...Till today no problem,4
Battery Backup.backup minimum  1 30 hour,4
"Good.Its working fine. I have inspiron5010. 
One thing i noticed that if you use different company adaptop , the battery wont change.
So please use original dell adaptor.",4
good battery.Good Quality guaranteed product......,4
Good Product.I got the original Dell Battery and it is working without any issue. The back up time is more than 2 hrs.,4
"it's original.Battery is nice best for buy again n again price also good in Snapdeal

this is very low price
very fast service of snapdeal",4
good.BEST,4
Good.battery charged upto 2 hrs.,4
Original Product from Snapdeal.good battery ..buy it,4
Satisfied with product.Good,4
good as replacement.working very nice and it comes with a backup of 3 hours.you just go for it beyond imagination.,4
"battery backup is not as expected.Purchased the Dell Original Dell Inspiron ORIGINAL DELL Inspiron 13R 14R 15R N3010 N4010 N4010D N5010 N4110 6 cells Battery a month back.Although I was not very sure about the product quality ,however now I'm fully satisfied with its functionality . Good work done by Snapdeal ..Kudos!!!",4
Good product.ok as an replacement. average back up of 1 hour. original battery that comes along new laptop also back up for 2 hrs so this is ok as an replacament,4
good product.backup life is not as expected,4
good backup.It works fine but battery stay only for 1.5 hours. I don't know whether thats the maximum.,4
Average  product.Bought it recently and working good,3
It is an ordinary battery only..BEST,3
Not giving minimum 30min charging.battery charged upto 2 hrs.,1
"faulty product.Although the laptop indicates life of the battery, more than four hours  at 100% charge it gives life of about 2 hours only.",1
Easy Electronics 12 V 2 A power adapter.I am using this adapter to power my 1TB external hard disc made by image. The adapter works well.,5
Quality.Good quality,5
Excellent packing.Packing perfect and original product,5
Quality.Quality is best and superb and packaging super pack,5
Good value of money.Fitted in my laptop dell,5
"Dell Inspiron Original Laptop Battery With Model 8858x,.it's perfect and 100% original product",5
"SD Always Proved Better.12 months doubt period, after that bought this piece. Amazing it is.
 
- 2+ Hours Back Up
- 5* Packing
- Timely Delivery
- Perfect Fitting
- Accurate Pricing
- Dell Original 
- What else you need in this running world.
- Have nothing to give as cons",5
Works with DELL Vostro 3460.Received a different model than the one my laptop had but its 100% compatible and is working well as expected.,5
Good one.Working fine with 7520 for 3 hours,5
good battery.Working perfectly,5
dell inspiron battery delivery in time.fine product prompt delivery,5
Good and original.Good and original,5
All round.Excellent performance,5
Hplatopbatteries battery.Haii snapdeal this is nice product of battery thanks to snapdeal,5
Great Battery.Working good at first use.,4
Laptop skin.Nice product,4
Nice cable.High quality nice cable,5
Best HDMI.Perfect HDMI cable for my laptop to TV. Now I watch movies from my Laptop directly on my TV.,5
"Perfect for my E530 Thinkpad Edge laptop..It's looks to me original product from Lenovo. Thanks Snapdeal.
Good service delivered as expected time frame.",5
Lenovo and Thinkpad Genuine 65W Laptop AC Adapter.Delivery  was within timeframe.,5
LENOVO LAP CHARGER IN RARE BUT SNAPDEAL PURCHESE VERY EASY.best electronic chargar,5
"Good Quality.Fast and Good 
Pirce also Good",5
Excellent Product.Good &genuine product. ..Thanks to snapdeal,5
dell battery original.is perfectly working,5
Genuine Dell F287H.I wasn't expecting it at this price but this is a genuine Dell F287H battery packed and sealed in original Dell packaging from what I can tell. Fits perfectly and works just fine.,5
Dell orginal laptop battery.We bought product from snapdeal. This product working very well and has original seal of dell.we appriciate for 6 month warnty of snapdeal only extra cost of 500 more charge than flipcart or amazon only 3month.,5
del laptop battery.this bettery a very good quality and is originial,5
"realy good.realy hapy wd my pursage, it works properly. whatevr i pursaged frm snapdeal, it is fulfilng my needs, and price is genuine too.",5
i love shopping to snapdeal.thnx  snapdeal to giving my original dell laptop battery in good condition on within short time and product is very low rate and highly  percentage less but product is genuine,5
"Awesome.After a thorough market survey I went on purchase this product. Finally, my decison and choise lived upto the mark. Thank you for SNAPDEAL for prompt delivery, safe packing and lowest price offers with original products.",5
Its Good.The battery back up is very good from the day I am using. I recommend this.,5
Battery.The Product is Good and the Service is Excellent.,5
"Perfect battery for my Vostro 1014.This battery came out to be perfect for my Vostro 1014. I checked the battery, it gives me 3 hours of life with one full charge.

The price of this original Dell battery was cheapest among all the websites.",5
"Regarding Product.Got the product in time, Packing was very good and excellent product. 
Must buy it.",5
Excellent Product.Happy to receive the original brand battery and works perfectly fine with my dell laptop.,5
GOOD SERVICE.I PURCHASED THIS PRODUCT IN GOOD CONDITION AND ALSO THANKS TO SNAPDEAL FOR THEIR SERVICE,5
quality product.nice service and quality of the delivered product,5
Perfect battery.Delivery packing was very nice.fast delivery. and battery backup is upto two hours.,5
Vostro Laptop battery.The product was delivered in time and completely matched my requirement,5
THANKS SNAP DEAL FOR FAST RESPONSE AND SUPPLY.This is the battery which I required urgently to keep my laptop functions. Thanks to SNAPDEAL for ovecoming the battery problem,5
best product.best product battery,5
"Best price,best product.Original dell battery, backup time for my lappy is 3 hrs.",5
good.nice price,5
qualitative product..laptop working perfectly after having this.,5
battery was awesome.goooooood better battery ever :),5
Value for Money.This is my first computer accessories related purchase . I am total satisfied with the product I got. There are two things which grabbed my attention. first it is cheaper than market while the second and most important is its genuine. The market is fulled with faked item which say they will work in x device.,5
best product.This is awesome product ...thanx a lot snapdeal,5
Good Product.GEtting 3 hours of back up for my Dell Vostro 1014 lap,5
good quality.good quality,4
Nice dell product..Delivered well ahead of committed time.,5
good quality product.Its original and working till now very fine. Best price too.,5
product is good..Product quality is god.,5
"good package and product at best price.good package and product at best price.

purchased it as it is original as mentioned and with 6 months warranty. Installed and used it from past 5 days, give 2 hrs battery backup on dell vostro 1015. 

and good thing about it is that the heatsink on laptop is now controlled and heat emission is reduced.",5
good product.Presently the purchased item is working fine,5
Not good as original battery comes with laptop.Performance is low compared with original battery,4
Good product.Good nicely packed and delivered. Hopefully it lasts for a good time.,4
Quality Products of snapdeal.Battery is original,4
"Good stuff.Great deal and product by snap deal.

thanks",4
Dell Laptop Batteery.I'm satisfied with the product. Thanks to snapdeal! The price of the product was reasonable whereas I have checked in the local market and the rate is too high there. I have received the product with in 3 days after ordering the same.,4
"Good, working fiine..Good, working fine.",4
"Good.Just good , not aspect much!!!!!",4
"It's original that's what matters!.my lapop is brand new again! no issues with the product, so far so good!",4
Good.Good one,4
good.no,4
"less warranty.nice product and good battery back up almost 2 hours,only thing is it has only 3 month warranty.",4
Good Backup.This is worth for the penny you pay...,4
Good Product.REVIEW_NUMBER_FIELD_PREFIX+1,4
Good Deal on A Dell Original Battery.Good price for dell original battery. Easy to install and quick to charge. This is a replacement for the Dell Vostro A840 laptop. Happy with the purchase and the price,4
Good product fm Snapdeal.Economically priced..I was looking for vostro battery in the market Bt price was on higher side.,4
Good backup as of now.Good backup as of now....,4
good quality at low price..nice product.,4
Comments.No additional comments,4
good.nice product,4
Nice product and affordable.Snapdeal offers best prices,4
"Not a original battery.I don't think it's a Dell OEM battery. I used it for a week before adding my comments here, so my according to observation it discharges much faster than an original one.",3
Battrry that has charging issues.Back is one issue and the other one is charging.  Get some good battery from the store guys. This won't work for long.,3
Dell Vostro Battery.Battery is fine but warranty is only 6 months that is too less. If you will go with other brand they will give you around 1-2 yrs warranty but if you are believing only in Dell's brand than it's good deal for you.,3
product is not so good.product is not so good---when charging battery icon not react!,3
"Late delivery.The delivery was late. While other sites are providing delivery in just 2 or 3 days, I got the expected time for delivery 8 days and that was also extended. Got the product after 15 days of order. Also my laptop is Vostro 1014 but the provided battery was fitted with difficulty in the slot. Obviously it was for some other model. Also facing some issue with battery, sometimes it stopped charging and this is an intermittent issue during charging.",3
Performance not up to the mark.This battery backup is only 1.5 - 2 hrs only.,3
Req: Opinion.I had orderd this item for My Dell Vastro 1014... please share your opinion,2
Dell F287H laptop battary.The product is giving  backup for 1 hr only.,2
"Good but has some issues.Good for the price. Fits well in my Vostro 1015 model. Had some issues though. It gives some error (red cross at the battery symbol) and when its fully charged it stores the charge for only some time and shuts down and when you restart it, it works normally. Some serious issues here.",2
back up problem.Not good backup...3 hrs only,1
"Battery Charger.Not good,even not worked till warranty period",1
battery is not a original product.battery is not a original product kindly send original product,1
Damage item.It is totaly a damage item .,1
"Dont  buy It is duplicate.Dont  buy,It is duplicate. hardly work for 2-3months that to for 1-2 hour backup.",1
Nice product.Nice product,5
"it's a great experience everything is perfect.Genuine product, on-time delivery and I am very happy.",5
nice product.original product i have like this battery Thank you snapdeal!,5
"Value for money.Genuine lenovo g550 battery.
Good packing
Delivered very fast
Totally worth it..",5
Before delivered.Good quality and  my Lenovo G550 me good fitted,4
Good product.Value for money,4
"Time delay in Delivery..Product Quality 5/5 star
Product Delivery 2/5 Star very disappointment,",3
BATTERY NOT GIVING BACKUP.NO GOOD BACKUP,1
Not working.Not working,1
Excelent tool.Vry vry good product...Bt price r to heigh,5
"Works best with my laptop.It's giving nice backup, seems original.",5
Hp 2000 Series Laptop Genuine Original Battery Powered By Lap Gadgets.it is ORIGINAL and suberb giving 3 hour and above back up,5
Original battery.Original dell battery,5
A genuine dell original battery having good backup n perfect fit. Thnx snapdeal..A gud value for money product,5
Good product.Received on time,5
product was not supported.product was not supported,5
Dell Battery.Perfectly matched to my Laptop and performance is also very good.,5
Good battery Life.I am using in my DELL Inspiron 14R N4010 Model and give good back around 2.30 to 3.30 hours by watching movies and 5 hours in stand by mode,5
Not excellent but good product.After using 1 week ...the battery gives average of 1:50 to 2:10 hrs backup...,4
"good quality product.The product delivered was of good quality. There was a delay in the delivery of the product which would have not created any specific issues, had the customer been kept posted on any such delays for whatsoever reasons.",4
Perfect product with Nice battery backup.Battery fits nicely and hold power that lasts for 3 hours,3
"Good product but with a catch!.First, the snapdeal delivery took too long, even more than the specified date. The packing was awesome and it says original Dell priced around 8000. But the thing is the battery charging does not go above 67% ,but gives good back up.",3
Everything is satisfied but the packing was worst.Packing quality and the type of packing should really depend on the delivery address.if you are delivering from Nehru place to gtb nagar the packing was OK.But if you going to delivered the product 2500km away then the packing was very careless. give more emphasis on packing because if the product got damage while in transit then the whole process is of no use.,5
Excellent.Service is very good,5
Very good.Very good osm,5
Not good.....qualitn.Poor quality. Not working after 3 month property,2
Laptop charger.The dell  my laptop this model number INS5558 that in should be charger,5
"good service, competitively priced product.good service, competitively priced product",5
Laptop charger.It works good and feel perfect.Bt delivary is little late but distributers are very goof minded they work for our satisfication,5
Excellent.Thx to Snapdeal. Make happy,5
the battery s very good.battery s far better than the original battery I thank to snapdeal for giving this good product. ..> 3,5
Awesome battery for awesome price.The battery came with the perfect outer box with all the contents neatly packed with the utmost care and protection.This seller is the best in town.Using the battery was nothing more than perfection itself.So i  recommend people to buy from this seller,5
Good product.Good product.. But life time is for 1 years,3
"battery.Please do call me, the battery which you provided is giving me the issue of saying keep the adapter pluged in",2
Not working.Its not working,1
"Good for its price.Its been 2 weeks i am using this battery, Build quality is good, Battery backup very decent with around 2 and half hours, I have used lapcare battery for other laptop earlier it lasted for 3 years without any problem, Its better than HP original battery.",5
Excellent Performance.Guys  Plz Purchase it Better than orginal hp or other brand only lapcare,5
Good Battery.Gave me more than 2 and half hours of backup on UBUNTU system,5
Satsified.Good battery back upto more than 2 hours. more satisified with this price. Good working,5
"Nice Product...Battery backup very decent with around 2 and half hours. No heating issues even.

Very Happy with the product :)",5
Awsm backup.Battery backup is gr8. It last more than 3 hr.,5
Satisfied with the performance and its 13 months of warranty.Satisfied with the performance and its 13 months of warranty,5
works like a charm....Perfect...,5
UPANSHU KUMAR.I HAVE BEEN USING THIS PRODUCT FOR LAST 2 DAYS AND IT IS A GOOD PRODUCT WITH GOOD BACKUP.,4
good product.good backup........,4
"A very good product.Battery backup is very good, lasts up to 3hrs to 4hrs for working, and around 2hrs for entertainment purposes. I was doubting whether battery backup is good or not while buying this, and received the product within a day. I have recommended to my friends to go ahead with lapcare laptop battery instead of original. Thank you snapdeal...",4
Nice.Good stuff,4
