Reviews,Ratings
"I bought this for Rs.47,000/- next month they made it Rs.35,000. WTH ??? Companies shouldnt just drop price so drastically that it ruins our investment. There should be a gradual decrease.

PLz note my following review is entirely based on video on this camera as i didnt buy it for stills. Only a fool would buy this for stills as for the same price you can get an awesome Canon/Nikon DSLR which will have a much larger sensor giving you lovely shallow DOF and color reproduction.

Anyway, this camera gives you 4K quality that can almost look like a Redmi phone's 4K recording. Horrible green tinged or bluish tinged footage. So bad is its inherent white balance and color temp handling. No amount of tweaking will get you out. Panasonic cant beat Canons color science and natural color that you get from Canon DSLRs. Dont trust all the YouTube videos you see etc. They have shot those in scenes where the bluish tinge adds to the appeal. But show me good skin tone shots with this camera. Very rare to see. Unless you invest in a very costly lens maybe.

Also in a DSLR, lets say you want to have a certain wide angle lens, say that lens for your DSLR costs you X amount. For the same effect (with no shallow DOF bec of its miniature sensor in the G7) and angle of view in the G7 the lens will cost 3 times as much.

Im planning to shoot myself for buying this utter waste of a camera. Only after buying it did i realize that the color tinge etc wont accomodate for all types of shots. Whereas in a DSLR you can do cool temp shots and lovely warm shots. The amount of noise in the video (color & luma noise dots on the video for laymen to understand) even in average and well lit rooms will drive you crazy. Especially with yellow pale walls and browns. The final will be murky and with rough noise in it.

How do i know all this. 9 years of experience in Photography & Videography. Trust me or not, dont ever buy this. You can go for a full frame or APSC size mirrorless camera instead from makers like Sony/Canon/Nikon etc.

Thanks for reading this. And wish you all a sensible purchase.",1
Panasonic G7 has a veru good built quality and feel solid in the hand. It has 4K video capture capability while being very good for still photography.,5
Value for money. But autofocus can be better.,5
"Touch display helps alot, and u have in build guide. Lense is also enough for normal photography , There is no additional attachment or safety bag in the pack, not even a memory card. That's a really big mood kill. Because as soon as you hold the camera for the first time you want to click but you can't because at first you have to go out and buy a memory card for it. In this price the product is superb. But 1 more thing Amazon charge you for gift wrap and don't deliver in gift wrap.",4
A very good camera for the price. light weight and very comfortable to hold. Display screen is good but the viewfinder screen is even better . Still digging through the functions even though the automatic mode does most of the heavy work.,5
good quality image and performance. Very much happy,5
Price very high..If it is 31000 or 32000 it wood be purchasable.... try it Thank you.best of luck guys bye,4
Nice one and a prompt delivery from Amazon.The picture quality was good.I gifted to my son.He was soo happy with this Mirrorless Camera,5
Value for money,5
This is the perfect camera for videographers,5
"I have bought it EOS80D, when I tried to register it with Canon EDGE, It is astonishing to see the message "" your serial number is already registered"" etc. That means what I received is not new! or re-furbished one! what is this?",2
Awesome camera,5
"I bought this camera in September 2016 and been using it for more than a year. Following are some useful points for those who are really interested in photography:

Pros:
1. Excellent battery life
2. Super fast focusing
3. Weather-sealed body gives you confidence to shoot during rains and wet conditions.
4. Great choice of lenses(any Canon camera would have this advantage)
5. Excellent from-camera JPEG images(which most Nikon users feel is a disadvantage for them and often prefer post-processing)
6. Good shutter speed
7. Amazing live-view for shooting and focusing( This is where it does better than Nikon cameras. Video mode has Dual-pixel CMOS technology for focusing. So gives you cinematic effect)
8. Touch-screen gives you better control during focusing if you are using Live-view(for both stills and videos) and also helps you to navigate through menus and images faster and review the images in a faster way
9. Kit lens has good zoom range of 18-135 mm (which most of the other same priced also provide)
10. Inclusion of time-lapse feature is boon for many enthusiasts and travel photographers
11. Full articulated screen has helped me many times during hand-held shots of macros, landscapes and portraits.

Cons:
1. Poor low-light performance compared to other same priced DSLRs
2. Kit lens zoom range is good but unlike other Canon cameras you don't get kit lens with zoom upto 250mm. This is a disadvantage for wildlife/bird photographers.
3. Dynamic range is poor. Lots of details lost when shooting images with bright highlights and dark shadows.Although camera has in-build HDR mode, the quality and sharpness of the image is very poor. My Nikon 5500 performs much better. It has good Dxo Mark rating for HDR
4. Image quality detirorates rapidly after ISO2500. This is where Nikon D5500 performs much better.
5. RAW Image quality is poor compared to my Nikon D5500 and lesser details

1. For first time DSLR buyers:
-Well I feel this is too expensive buy for first-time buyers. Most of the first time buyers often end up giving their interest in photography and their cameras soon end up in OLX or Quickr with hardly being used. So I suggest buying less expensive DSLRs or buying Nikon cameras if you dont need touch-screen and twivel-screen or don't shoot live-view.

2. For those who are upgrading:
There are two categories here. Upgrading since they already Canon Lens and those upgrading from beginner to enthusiasts without any preference of brand. For those upgrading from Canon and if you already have good canon lenses, this is the right option. For those who don't mind the brand, I would suggest Nikon D7200 but again if you are doing lot of video and using screen for shooting and want flexibility to review images like the way you do with your smartphones, this is good option",3
"I was using Canon 60D before this and just got this 7/8 days back, this has some good features than the earlier model.24.2Mp, Touch screen LCD panel, Wi-Fi connectivity and with the EOS utility one can take photoshoot from the camera with our mobile, very useful. And picture quality as always good in Canon DSLR, I got this in lightening deal, so enjoying :)",5
"In August 2020 ordered an iPhone from Amazon through Appario retail. Seller cancelled the order unilaterally as they did not want to honour the offer committed. I decided not to buy anything costly from amazon and Appario Retail. In fact I cancelled my prime membership too.
Made a mistake of buying Canon EOS 80D from Amazon again by mistake unknowingly from same seller Appario Retail. Order made on sunday 7th march and item received next day without memory card 16GB. I called amazon service and they said items will be replaced. Second time also item was received that again without memory card and this time customer service unilaterally cancels order and issues refund that too only by next Saturday.
I had applied for LTC cash as per Govt Of India guidelines and submitted bill for same. Now I have to cancel the same and I do not have the time do another purchase. I demand that sufficient compensation given to teh financial loss I am incurring because of not able to claim LTC cash of about Rs 32000 just because this order is cancelled.",1
Good for quick focus. Good picture not that much sharp comparing to prime lens. Over all very sturdy built hefty weight. But I am in doubt since the battery was fully exausted when i insert in it for the first time. I was waiting for two more hours to have the camera function. The moment i turn ON the camera it display sensor cleaning. But the battery seems like fake one. The side of USB ports cover was not fully closed its slightly open. I tried to register it but it seems it was already registered.,5
"Its a Woooww.. Wonderful product.. I bought with a great offer. Its actual price is 90000 with 18-55 kit lens
I got it for 67,500. Its original and i received in canon sealed box. and i also checked by registering online. worth for the money this is the best and lowest priced model in semi professional camera.",5
One of the best camera I have ever handled. High quality DSLR at cheaper price. The kit lens 18-135 mm USM is a noise free lens and you can do everything with f3.5 -5.6 .,5
It was a delight to order and get the product in 7 hours. I was surprised by everything. Product was packed good and there was no issue whatsoever at all. This is one of the best camera for semi pro photographers and i had my eye on this for a long time and finally its in my hands.,5
"Still the best in 2020 at this price range. Solid build and great image quality especially in low light... Compatible with various lenses available in the market :)

Faster shutter speed, 18-135mm USM lens performs great on 80D. And the battery is very good - supports to shoot as much as possible (500+ shots) on a long day!

Thanks to Amazon and seller Appario for good packaging and shipping genuine products. Keep it up!",5
"Auto focus is good but not the best i would say.
Canon 80d is not for the beginners, and i don't recommend this model for beginners. It's a good mid end camera for professionals. Picture quality is also good enough but not the best compared to High end models. But the thing is no other model cameras or other brand which is similar to this price doesn't get the features as much as 80d. 80d is loaded with enough features and it's user friendly. It's also best in handling.",5
"DONT THINK TWICE just go for it, Awesome product from canon good packaging and on time delivery from amazon, very pleased from the purchase",5
"Best camera for all purpose
Bestest focussing
Bestest camera controls
Bestest hand held for all tele lenses
Very good night photography
Thanks CANON",5
"Pros:
Weather sealed body
7 clicks in a second
45 AF points
Good range of ISO

Cons:
Bit heavy

Go for 18 mm to 135 mm. got it for 73k which is good price.",5
It is way beyond my expectations. It works amazing and very handy. Good for low light photography too. I specially liked its touch screen.,5
"A great crop sensor semi professional camera. When used with right lens it gives a great picture quality. I use Canon 85mm and 50mm USM lens, focusing is great and picture quality is awesome.",3
I taken camera 2months only use only lens was defective Don't buy the camera in Amazon why because defects in lens nd body I taken I facing the problem also then not solve the service center also giving the replacements camera's to sell the customer that's y problem was creating,1
Fantastic camera. I leave my 5d MkIII home now when I travel for pleasure. It is light and the AF is fantastic. Pity no Cinestyle or Magic lantern as of now.,5
Keep Checking the Price. Very Dynamic in Price Change. Otherwise it is a good product,5
Picture quality is very good,5
When i register the product it shows already registered,4
"Price is little bit high
I feel don't buy from this seller anything
He cost me alot

But camera is awsome only seller annoyed .

I highly recommend you all not to buy from the seller i bought..",1
First i was reluctant to buy this but after I received it was happy to get the right product and from the brand.,5
16 GB memory card not working,4
"Best Medium range gamera ever. Extremely smooth focusing.
Flip-screen is like cherry on the cake.
Good video camera too.
18-135mm + 50mm makes it a perfect combo.",5
"My 2nd dslr, I had Nikon shifted to canon. Great camera. Using it for taking products in my furniture shop.",5
if you are beginning it might be overkill to buy this but it all depends on you and your budget by the best you can afford its a really good camera but its better to look it up on youtube and go to a camera store to see for yourself,5
"It's a very good camera for entry to enthusiast.
As it can fit a very wide range of lenses.
Super performance",5
Nice Product and value for Money,5
Delivery and service is very good. Product is genuine and verified by registering at canon website,5
Good camera but I am getting some kind of sounds from the video footage.,5
Very nice product.,5
"What an awesome camera, could not have got a sweeter deal on this price wise. The video and stills are amazing.",5
"Packing was good, delivered on time and camera was fresh and new. Received lense, battery, charger, canon strap and camera body.",5
"Excellent mid level DSLR with low noise at high ISOs, comfortably shooting with not much noise at ISO1600",5
Price is down nearly 6k after I am purchasing.,1
"Picture Quality.
Best option for beginners.
Auto Focus mode is just an amazing feature.",5
5-star. Nothing more to say.,5
Wouldn't suggest this camera for beginners. Picture quality is great with sharp focusing capabilities. Have been using it for the past 5 months. A thumbs up,5
"Great product. As good as brand description
Good packing",5
It's a perfect for all kind of photographers,5
Awesome video quality awesome camera for the money,5
I want my refund,1
Super Camera For Photo & Video,4
Product seems to be good... But I m waiting for the cash back dealt on prime day purchased .,5
"Received as expected, best for beginners.",4
Great mid level DSLR. Try for local shops you would get better price. Anyways it was a good deal for me.,5
Great Product from Canon. I love it,5
Nicely packed. Full Satisfied with packaging & quality. 👌👌👌,5
"Do buy, if u want too buy this product. Good quality.",5
Got delivered on time and works good so far. No issues at all.,5
Worth the price....,5
"This is a very good camera for beginners....
And this camera pic quality is superb...
I am satisfied this camera..",5
Works well for videos,5
Loved It. Started using this beauty. Wish I have better lens to capture the world.;),5
Nothing to say about this camera.. its a very good camera. On time delivery from Amazon team.,5
"The item was camera with memory card.
Memory card was missing",3
Good. Description was accurate and delivery was very prompt. Received in just 2 days.,5
It's a very feature packed camera but the image processor and the iso performance is a bit below the price point,4
Everything perfect and fine very happy with the purchase,5
Good one for biggeners..,5
Probably the best crop sensor body canon have made till date. Worth every penny sent on it.,5
80 best camra,4
Nothing,5
I always trust amazon its my 2nd camera 1st I had bought 700d now in may I had purchased 80d and it's working fine ...please go for it amazon is best,5
Memory card not found inside/with packate,1
Best camera,5
Seems to be a used DSLR,1
Looks amazing but memory card was missing,4
Just starting out on photography and this is worth the buy,5
Received without lence,1
Good,5
Awesome product,5
Below 1lakh better ad worth,3
Best camera,4
"TAX is not update on TAX portal please look at this
my gst no 27AAKHA2305N1ZB",1
"Nice product. Won't regret , value for money.",5
Video quality is bery nice,5
complicated af and metering mode adjust,5
Go for it. If you have budget,4
Good,4
great,5
Awesome,5
Awesome focus and picture clarity... Don't miss if any offer comes,5
Super Camera.,5
"Excellent camera. Don't go for 200d, 77d.",5
Excellent,5
Good product,5
Great camera worth the price. Love sports pics taken inthis,5
Nothing,5
Best product and seller r to much helpful,5
All things,4
Could have included HDMI cable.,5
Great picture quality,5
Good package and build quality 👍👍👌,5
Amazing camera.video and photo quality is perfect. Dual focus is fantastic.,5
Product is very good,5
Best product,5
Simply superb,5
Great camera :),5
Awesome,5
Good dslr,4
Not working auto focus,1
♥️♥️,5
awesome product,5
Liked it,4
This is the best camera,5
Great product for Beginners too!,5
Superb packing,5
Great camera. Good service from Az.,5
"Prompt delivery,Delivered in 12 hrs.Great camera and quality",5
Best quality,5
Awesome Product as expected.! Thnku amazon.,5
Nice,5
outstanding,5
Good,5
no 1 camera,5
Great Cam!,5
Good one,4
Awesome,5
i Love this product,5
"It's a good semi-professional DSLR for photography and most importantly for shooting great quality videos. Canon's Dual Pixel AF is truly awesome. I am really astonished by the performance of 18-135 mm kit lens. It's quiet and capable of capturing sharp and beautiful photos out of the box. This product got delivered to me within couple of days. Packaging could have been better though for an expensive product like this. Overall, a great buy.",4
,5
Built quality great seems to be a good fit for regular handeling. Try to go for 18-135 kit only as it serves as multipurpose for a beginner. But try at the canon store you may get better price as when I went to pick prime lens I found out they had better offer. Same with sigma lens and canon connect station don't buy in Amazon price is high.,5
love this cam.. brought it for Video recording and the focusing system is just amazing... 100% shooting all the videos on this rather than on 5D Mark 3. for photos pushed the ISO till 2000 usable images.. at 1600 very little noise... very happy.. didnt expect it to be so good...on time and well packaged delivery along with all the warranties!,5
"Good Camera guys!! Amezon is cheapest compare to canon dealers,i recieved it early .....
its simply AWESOME",5
"I didn't leave feedback instantly after receiving the product but was busy testing the camera. After using for around 1/2 week, I definitely would like to say this is one of the best purchase from Amazon so far. I love this camera. The product quality is great and I love using it.",5
"I ordered this camera with lots of hope and trust on canon but after using this camera for 6 months , i am highly disappointed.
I am facing many problems.
and the price is also high i bought for Rs. 91,999/- as compared to other shops its too expensive.",1
this is an excellent camera for this price.,5
Superb Camera with amazing functions...Thanks Amazon....as always for an AMAZONing deal...,5
Awesome product thanx amazon for a good offer.,5
"Got this product a year ago. Everything good but there is a defect in up arrow button, it is not working properly.",3
Very good results with canon 'L' series lens. Kit lens not having sharp pictures. Better to buy body and 50mm prime for starting photography. Got best price from amazone.,5
"Now i facing so Many problems
I send this 2 times for service centers
And price is high
In the retail shop this camera is just 80000/-",1
"After 1d or 7d, it is like the best camera in the market.",5
Excellent,5
Material Received Within Time,5
"Best camera for everything, still photography, video, wild life...",5
So far it is perfect,5
Good Product ..,5
Just amazing no defective and delivered in just 1 day thankq amazon,5
best camera :D,5
I found everything packed well...with a protective cover on battery...Battery model I got with this purchase LP-E6N is genuine...as expected... Delivery time of Seller Tech Alley is Fast they sent me This product in approx.5 Days....Pretty much it...Camera is working Flawlessly....,5
Very careless,1
Excellent cam.. Love it! was using 60D earlier which was also an excellent camera. But canon has really stepped up with dynamic range in this cam. To get the best results with dynamic range shoot at iso 100. ISO performance is only little better than 60D but there is improvement.,5
Must buy camera for beginning enthusiasts. But don't get 18-135 bundle. Buy body only and get a good lens with it.,5
Great Camera. Enjoying the output.Amazon great service provider.,5
Just buy it. Don't think too much.,5
Best camera from canon .. love to use its auto-focus system,5
Awesome product. Thanks Amazon for cheapest price.,5
"Probably the best ever cam for beginners and pros 😊😊
My best companion!!
I am a beginner and it's so fun to learn with it!!",5
"This review is after a year of usage under different conditions. The new processor is great , the AF system is a dream to use specially for video and live view AF tracking for subject works almost all the time when u are taking sports photograph. I upgraded from 600D and after a lot of research between the full frame 6D and this, I chose this over the full frame mainly due to the pretty old AF system of the 6D. I am happy with my choice so far. The 24 Mp sensor will allow crops to look better and in my case, I am managing bird photography with a 70-300mm lens on this body rather than going for a 100-400L. The dynamic range is high and I have been able to extract light in very dark shots in post processing. The frame rate is also quite decent and should be good enough for sports photography. It can give the much more expensive 7dMk2 a run for the money :-) The only issue I find with this camera is the Auto ISO many times assumes higher ISO settings like a ISO 1600 and overexposes the photo. I have to use exposure bracketing or manual exposure setting to avoid this. The other irritant is that i can not change the Autofocus system with a single button when I am taking a photo like i could do in 600 d by turning the wheel behind the shutter button. There are of course dedicated the buttons for AF system but it is a bit of a hassle to look out of the viewfinder , change AF and recompose shots again. i hope to find a solution to this through more practice or setting change.There are some niggles with the Wifi connection too . It is not very smooth and most of the times does not connect automatically. Would have given it a well deserved 5 stars but for these small issues.",4
Superb camera but priced high at amazon. Excellent for photography and video making in daylight but low light videography is bit of a challenge with this camera. Anyways good camera for a newbie to start off.,4
What i can say about this. It has changed my Life and i'm loving it.,4
I am extremely satisfied with my purchase because this camera is capable of capturing amazing videos and pictures.,5
"This has been my first DSLR and I am pretty much comfortable with it. I have bought it for shooting videos primarily and it's quite satisfactory in that. Though the camera is quite bulky & weighs 750 gms+, but since I am using a tripod, hence not a problem for me. But for those who wish to take it for out of home use, must consider its bulkiness.",5
"Awesome camera.I have been using this for 3 weeks with lens 18-135 kit lens .
Though its a good zoom lens 18- 135 , it is not a speed lens ( f3.5 - f 5.6 ) , so less depth of field
Only thing to get shallow depth of field on this lens is to put at 135 mm and shoot at a distance .
Normally for portraits , the sweet spot would be between 50 - 85 mm .
On this range the kit lens has an fstop min 4.5 which is pretty bad.
This is an okay lens which will work for different purposes.
For portraits and lowlights I recommend 50mm 1.8 STM lens. It gives good shallow DOF and nyc bokeh.
Kindly use perfect cleaning kit - like the zeiss .",5
"This is my first camera, so I am not an expert. But I just compared the photos taken in my camera with others and found that this piece is so amazing. Though I am a newbie, there was no tricks to be done to take stunning images. Worth spending for this. The auto focus works in a lighting speed in a perfect way. At least for me this was very useful. The processing delay for HDR is bit high. In manual mode the settings changes works just perfect; a newbie like me can take photos without struggling much.",5
"It's a good camera. Nice upgrade from entry level to mid range photography.. I particularly liked the 18-135 mm nano usm lens.. Fast and silent auto focus. I upgraded from samsung mirror less nx 300 to this one so i find this one quite heavy compared to my mirrorless.. But i was blown away by the photos it captures..
Only downside is when i tried to register my product online it says already registered in back date of 3 months.. If seller resolves this issue then i give 5 stars..",4
Best dslr under rs 1 lakh . It has 2 option one with 55mm lens and other with 155mm lens. 300mm zoom lens also available at rs 30000 almost. Great build. Picture quality is awesome and one more nice feature is that the screen is ejectible with 360 degree rotation.,5
"Im in love with this camera zoom quality is superb i can see alien talking to each other in another galaxy ... I dont need to go to temples i can see gods also space centre should buy this camera instead of wasting money on telescope...and i can also see the bacteria , microorganisms on my hand. All over camera is god level",5
Fast delivery nd get orginal product. Bt price is little high. We get it on shops for 71K and 76K for Body with 18-135Mm lense,4
