Reviews,Ratings
Bass quality is excellent.. Bass controls are there which i always wanted becuse these are always required according to quality of songs being played. I am happy i opted for it. Thanx amazon.,5
"this is fantastic and i luv it, ive been using various blue tooth speakers from creative, beats but this one is more qualified at this prcie range...just go for it,",5
excellent product go for it .unexpected volume just buy it,5
"The system has not a very clear and crisp sound. Everything is mushed up and you hear only the bass sometimes. They could put some better sound separators into the circuit.
But for the small price its OK.
If you want nice sound go for a another system",3
"Remote control very good, value for money, super sound quality.",5
Good sound quality. Only issue is the poor quality of the remote. It doesn’t work properly everytime have to adjust the battery and then have to press the required bottom for it to function. It’s very irritating. This is the only hack otherwise the stereo is fantastic.,5
"""Great look Great sound. Super Super Super sound system"".This is the best Home Theater in this price range. I use this from 25 feb. And I have no complaint of this .If you want a good speaker, you can go for it. I recommend for this sound system to all music lover. Dear Friends Don't miss this great Product .Thanks to Amazon Team and Thanks To Eleven Aura Team for this great product .I am so happy and I love this very much . I give to this product 101% stars .Thanks .....",5
"Received delivery on January 31st 2021, the USB holder fell inside on May 30th 2021 with minimal usage. On checking with their customer care, they got back stating warranty will not cover. To me it looks like a cheap product. Please do not buy this product or anything from this company.",1
"Only con I faced is the wires of satellite speakers, not enough if you want to keep woofer little bit away from tv.",4
Value for money and FM radio reception is good.,3
-,5
I Love this product really great ...amazing sound quality like dts . Superb . I give ***** rating this product.,5
"The Product is Excellent. Bass is punchy and good. Not best. Treble needs improvement. Quality of Remote is very poor. But Overall , Sound quality is very good. I recommend for its purchase.",5
"Good product bought in feb 21. Value for money, one problem is when you increase volume there is slight oozing sound when connected to TV. Rest all good.",4
Mind blowing.... Super,5
"Your browser does not support HTML5 video.
 Good for elevn",5
"Your browser does not support HTML5 video.
 Brilliant product for the price. I don't know how it compares to others in this price range but this product is awesome",5
Good quality and good visibility,5
Very good product. Value for money.,5
"Your browser does not support HTML5 video.
 Unexpected products...I don't know about this brand but it's quality is too good.. everything like it's look,bass,sound clearance everything...I just love it .....",4
"Used it for last 1 month. The product is easy to use. Sound quality is good when compared to few other speakers that I have seen it past. Of course, don't expect it like Bose or JBL. Sound is loud enough and you can use it in open places. So overall satisfied.",4
It's Brilliant and worth for the price i.e Around 3K. Definitely a great choice to go with Elevn is Heaven 😎,5
Awesome,5
Good,3
Classsic product✌🏻 Sound is too good .,5
"Your browser does not support HTML5 video.
 Cant believe this.
With this price such clear vocal, high bass and good treble.
Thank u so much.",5
Vary nice sound quality & best valuable speaker 👍,5
"Great Bass and clarity. But its Bass Nd Treble only. Mid notes are not clear hence 4 stars.
Overall best quality.",4
"Your browser does not support HTML5 video.
 Really awesome product
I was using panasonic 4.1 which costs around 8k. i can not compare with panasonic. but for this price Its a great product .
awesome voice quality.
thanks Aura",5
"With wifi it is good for listening music, good sound quality, with remote it become more handy.",5
Just blindly buy this product. Worth every penny. You will never regret your decision. Awesome product at such throwaway price. Grab it.,5
The product is good and price worthy,1
"Your browser does not support HTML5 video.
 Best sound quality in this range.
Its better than Phillips mm26 .....
Go for it worth the money.",5
very good sound Am happy with this Product 😁,5
It damaged my mobile's audio IC through AUX.. But over all it's good.,4
"Your browser does not support HTML5 video.
 Now get origanl before that rhi item has been changes Any other old product its bad for me but now m happy for this item nd i make for avidance vedios ty amazon",5
"This is truly satisfying product, not one could get better than this at a Price of 3k..so just buy it and njoy the music.",5
After more than 2 months of usage reviewing it is a very good product..sound quality is amazing it solved the volume problem of my tv..,5
Sound quality good. Volume could have been more. Overall great with the price.,3
"Your browser does not support HTML5 video.
 Good sound with heavy bass.",4
Sound quality is super. Bass and treble control in remote.good idea.,5
Bass volume is very loudly and clearly,5
"The product waz NYC, when I connected to two speakers the sound quality waz ultimate, and about the money iz worth .",4
"Buy I ball Tarang , same unit with different name
Save 400 to 500
There is nothing like 80W output
Both sounds the same

Although the Choice is Always yours.",2
"Nice bass 👍
Sound quality 👌",5
Gives guud sound despite its size.,4
Crisp and beautiful sound quality bass is amazing,5
Awesome Bass quality,5
Bad very very,1
Remote quality is very bad,3
"Sound not much effective , Bluetooth connectivity limited to 5 feet only post that device movement gets disturbing connectivity",3
"Good product. Only a problem about 80W, effects reached about 75square feet. Very good sound quality.",5
For the price it's brilliant. Love the quality and design. Bass is good for the price. First impression is very good.,5
"1.waste of money
2.time waste to buy
3.no refund only replacement
These 3 things don't do buy
Otherwise our ""karma""
it's my opinion",1
"Great sound. This is the best speaker in this price range. If you want a good speaker, you can go for it. FM reception is great.",5
These speakers are too good for the price. The bass is super clear and at max also doesn't distort. My neighbour definitely got to know that I got new speakers 😂.,5
Don't go with already given ratings.,3
Remote is not functioning since the day i get that how can i replace it,4
Very Small in size and wattage is also very less,3
Jo size dikhaya Gaya Hai photo mein usse Kafi chote size ke speaker Hain,1
"For the price, the product is good and has good sound quality, otherwise 4 points out of 5.",5
competitive price,5
Good in this price range,3
"Shown 80 watt in App, but 30 watt mentioned on product where as sound is below to 30 watt too. So I have returned it.",1
"Sound effect, Bass and FM overall very good product",5
2.1 is 2000 to 2500 is ok other thing everything is superb if it is 2000 I will give 5 ***** that's all great AMAZON,4
You will never regret for this price. Music quality is toooo good.,5
"Good but little small, bass is not so powerful.
But overall good in price segment.little average for bass lovers.",4
Sound quality is very good . Satisfied to purchase of this product in 2990/- . Note : Bass is very powerfull. 💪,5
"Amazing product at this price, sound quality is also very crystal clear and you can add multiple speakers too.",5
Every is good about this product except the service center. There is no aura service center near me,4
Very bad,1
Clear sound but as show the product has 80 wats output but only 40 wats.,5
Superb sound.. value for money....,5
"Very bad I'm not satisfied,I getting more bass on 1200 rs power amplifier my deck so why did I buy this ???",1
"Bass, clarity, BT connectivity, looks, quality, this is all rounder.... Best worth to buy..",5
This product is amazing also his sound quality is good and built quality is good more over its best one,5
This Audio system is working very well. Worth to purchase the system.,4
Good system,5
Great I am really happy to bought this product.,5
Not good and the sound quality is very poor and the product is a wastage of money,2
Value for Money...excellent sound,5
At the time of Switch on it comes with Maximum Volume,4
Fit for my room. It is enough,4
Amazing Punchers best of deep bass👍,5
Unable to connect for TV but wrong advertisement was given,1
"Better sound for this price range, size of the speaker is small",5
Super sound quality ..value for money,5
Sound quality is very good also in this range best product,4
Good,5
Sound is good but bluetooth not good.sometime connect and leave.,4
Remote working not properly,5
"Value for money, good quality",5
Speaker Quality is too good it fantastic one worth for money,5
"Your browser does not support HTML5 video.
 Great product",5
Not really satisfied with the bass,3
Like,4
Excellent product,5
Good product with heavy bass surrounding!!!!,5
Totally worth it.,5
Superb best of da best thanks to Amazon,4
If play high volume did not like sound very bad,2
Good,5
Good sound quality,5
Best quality and best bass for this price,4
Good enough around this price...,4
Good Quality Speakers.,5
Not bad,3
Nice speakers value for money,4
jst ok,2
Good sound,3
Best sound for this price,4
Very good sound,5
Value for money...,5
Not bad,4
Superb,5
Super,4
Super,5
It's perfect,5
Good product,4
Good product,5
Poor sounds,1
Very good,5
Very nice,4
V.good,5
Good,5
nice,4
Bad,1
"Isnt this the same model as iball tarang classic, any difference? I don't see why this has better ratings than the iball one....",4
"Companies these days are not interested to woo their customers. Not at all willing to deliver anything good.

iBall bought these and rebranded them as iBall Tarang, and trust me, you don't want to buy these at all, the sub is so pathetic, sounds like a toy speaker, my Sony 12w bt portable speaker sounds way better than this !!!",1
"Good sound quality
Value for money
Best connectivity
Bass nice
👍
💐
💐
💐
💐
💐
💐
💐
💐
💐",5
"Your browser does not support HTML5 video.
 Ur system not good sound quality is ok on off butnot working PlZ come and check other wise replace when will you come",5
THIS SPEAKER IS STOLEN FROM IBALL THE IBALL TARANG CLASSIC AND THEYRE MAKING MONEY OFF IT BE ORIGINAL ELEVN CMON NOW,1
Awesome but subwoofer hole is side its 80w peakkkkkkkkkk value for money let's go buy it elevn aura .2.1 80w,3
"Brought this for 2700,,,cant believe yet, what a speaker for this price that too with bluetooth ...Rest assured this is awsome,......too good friends....I brought this as my JBL sound bar in in Chennai and I have dome to Kerala. Al I can say this little one gives me the same feel...not too loud and might be not for movies, but for music, this is just a king.",5
"Excellent sound quality with smart-looking cabinet and stylish remote with all features. It adds a premium feel to your desktop or TV. To get the desired sound output, Please adjust the treble and Bass with buttons on the remote. I selected this item based on the reviews. Thanks for the reviewers.",5
Worth the price. Sound is good and can be easily connected to tv. The sorrounding and bass effect is low.,4
It's a great sound..... Must go for it,5
Good sound quality,5
"OMG, this multimedia speaker looks so good. I think one of the best on amazon as on today. Class product..have just ordered it and will post my feedback after using it.",5
Excellent value of money,5
Superb! Superb! Superb! What an amazing wooden speaker... Congo elevn team for bringing such an amazing product to India. This is going rock for sure... party on!,5
It's good product but I couldn't connect to my led TV I have tried by using 3.5mm Jack but no result can u please help,4
"Sound quality. 4.5
Value for money 4.5",5
"Do not but this product if using as a home theatre !!
First it is not a iball product although their logo looks similar
Second, everytime you turn ON your time you will have to start the system manually. For instance, you are watching movie and power goes off then TV will start automatically but this system wont.. it will need manual interception..
No Bass button on it as well",1
"Good home theater system..i just liked it.
But i didn't get remote batteries in it",5
"Yes, it has good bass. The dialogues are very clear in these speakers. Do definitely you will rejoice watching movies in this.
It has Bluetooth connectivity, which definitely was a plus to me as my MI TV, mobile etc etc can be connected and the speakers I have kept rear my bed. Its nice to play music in the night. Go for it.",5
100 percent satisfied with this product.,5
I have you purchase in 20 days ago woofer is not Boom Boom Subwoofer problem then audio is not perfectly that's sound not clarity all is waste,1
"It's used product delivered to me... &, It also not working. Box & inside box packing bith are damaged. Sound is not coming from any speaker. Even main woofer part moving inside it..",1
"I have received a defective piece and placed a request for replacement but there is response regarding our complain .
It's been two months and when I tried to call on your customer service ,you just blocked my account .Now tell me what should I do now 😑",1
"At the price point of rs 5000
This sound system is good.

Thanks 2 ibell

But sadly i didn't get batteries for the remote

Expect that it's a nice product",4
I was looking for a home theater for my TV room within a budget of 5000 & I ordered this one and I very much satisfied with this product :-),5
"Guys enjoy it with cool sound with good budget however some cannot afford to buys big brands like Panasonic but this is awesome brand with good price and all functions like bt, USB , FM and so on unlike it u too buy it",5
It is the best speaker. Crystal clear audio and subwoofer are very good,5
"Remote was broken, rest was very good",5
"Very loud sound, clarity is not the best but excellent for me. And the thumping bass is great.",5
Like,5
This item was dead on arrival. The sound comes out of the system once in a while. I hope iBall will honor the warranty.,1
Remote control not working,3
"its good on this price
good bass clarity sound",4
good sound quality and best service,5
Great product for the price,5
Very good product,5
Good one.. Sound quantity is nice.. suits for 20*10 feet hall as well.,4
Sound quality good. Thickness medium.Bass medium. I am happy for this product.,5
good product,3
ibell fake brand & 1.6 month fake warranty promise,1
Nice sound... Easily connected to my India smart TV,5
Remote if this india multimedia become defunctional,5
Worthy at this price,4
"System is very Good
But remote is not working",5
Sound quality is very poor,2
good,4
"When sound increased ,quality became very bad",3
Value for money,4
This is a best but bass level little low .,4
Product is amazing....value for money,5
Value for money,4
Good product.,4
This home theatre just ok.bass supper but treble sound avarage,3
It's dead,3
Sounds🔊,4
"Nice good working
Good sound quality",4
Best for this price,5
It's very nice sound,5
Good product,4
Base thoda kam h,4
Overall performance is good,4
Good sound quality and Mani is better sound,4
Excellent Sound Effect,5
VERY GOOD SOUND QUALITY IM SATISFIED AT THIS PRICE,5
Waste of money,1
Ok,3
superb.... sound...i love it...,5
Jabardast,5
No,5
Gd product ..i like this sound quality..,4
Remote is not good,1
Good my dream fullfill so happy,4
excellent,5
Amazing,4
Not good,1
"good product
sound quality is super",5
Not much satisfied,3
Good product,5
Display khrab ho gai,1
Good one,5
value for money,5
Dfdzx,2
good product,5
Hi,4
I think it's okay,4
So well and good look,5
Good,5
Goog,4
good sound quality,5
value for money,3
Good,4
"This home theatre dricet voloum not controlling 5.1 45 how sound is very high
Change control voloum And quulity ok",2
I think it is good price for the features,4
Very poor. Bakwaas had.,1
Like this item,5
Nice sound quality.,5
Good performance,5
It is very very bad product. I am very disappointed after purchase it. After purchase I use only 14days and it is stop working. After register complain both side Amazon & Philips customer care but still today above passed 2 month my problem not solved yet. They still arranging part which is faulty but not get it yet. Worst product & services. I am not not getting repair product or replacement after many time request to customer care. I suggest every one please Don't purchase.,1
"It can use as home theatre,party purpose,etc..
Speaker quality is good. But the speaker's were slightly damaged when i received apart from that this is really cool. MUST TRY",4
"I am writing this revuew after listening to the music system for 4 months, all i can say is after some time it gives you a constatntly hissing sound apart from this a nice product got it at 5400",3
"Well writing this review after thoroughly testing each feature.,Philips never compromised on the sound quality of their products..Have been using Philips audio systems since a very very long time..The expectation of products from Philips are huge as the build quality of Philips is way beyond comparison..After listening to audio from Philips 5.1 Home theatre audio systems was quite sceptical about buying a 2.1 speaker system but Philips proved me wrong..This is an awesome product designed by Philips the Bass is immersive, the audio quality is awesome and is very pleasant to listen.
Very satisfied with the quality.. Got it for around 10k after discount and card offer thanks to Amazon😊
Pros:
1.Bass level can be increased up to 30 max but would recommend to not go beyond 18/20.
2.System volume operating range is up to 30 max.
3.Different equaliser modes available.
4.Can play audio from USB,In built FM receiver,Aux input,Optical in,Bluetooth..
5. Speakers can be used as tower speakers or as sound bar..
6.Special mention the sub-woofer is true performer from Philips as always.
7.The sound output is superb even at volume level 2 and bass level 4/6, it’s really pleasant to listen at this range at night times offcourse with ur fav playlist😊
Cons:
1.Remote plastic quality is not acceptable from a giant like Philips could have been better -No offence
2. Could have provided treble control but that doesn’t defer the quality of the sound output it’s just to mention consumers can adjust it according to their choice of treble level.",5
"It's really good....value for money....!
I like it...!",5
"It's a powerhouse. Amazing bass, music quality is very good. A lot of options to connect with everything. I'm mainly using it through Bluetooth and connected with my TV. But FM is useless and there is no display, which station is playing. Basically it is missing multi information display. That's the only negative point. I'm using it as s sound bar but love the option that it can also be converted into 2 speakers. Also on the main console the circular volume button is really cool. Remote does what's expected. Overall really good product. Packaging was not great as they just polywrapped the box and there was no outer amazon box what you generally get. Delivery was fast.",4
"We purchase certain items looing at the face value of the brand. I have been completely befooled & have decided never to go in for any Philips product, which was once a brand in sound quality. I asked for its return but was shockingly advice to get it replaced.",1
"I, as a connoisseur, do not like too much of bass boosting. Normal about 135 Hz bass for this system is fine as per human audible bass. Treble could have been better. But you cannot tell in details unless you play for some days to stabilize speaker magnate which improves with use.
Use after some days shows lack of clarity. Not a great one. I should have preferred local assembled as available in this web or a other Chinese ones. ( this is no doubt assembled in China).

Cons: The remote is not as smooth expected.",2
"I bought them 6 months ago & they started creating problem after few days. I managed it as the return window was closed. But few days ago the speakers suddenly went off. I tried different techniques to power them on but they didn't.
Finally, I called Philips customer care & spoke to one of the idiots who wasn't interested in dealing with it. Somehow he booked an appointment & said you will receive a call in 6 working hours. I waited for that call for 2 days......
Then I called Amazon & spoke to an advisor who politely advised me to call Philips customer care again & said that if they won't help then Amazon is there to help you.
I called them again and this time somebody really called me and visited my place to see what's wrong. He took 7 days to solve the problem as he was ill (which was fine).
He changed the motherboard & now I have the speakers working in a proper way & they are giving much better sound than before. Thank you Amazon.",5
"Sound quality is good. Remote stopped working after 6 months. Have seen similar where issues with remote have been reported. Luckily I was able to find a mobile app which works with this system. Sharing the app screenshots for the benefit of others. As there is no physical on/off buttons you cannot even start the system without a remote. Hence instead of running around to service centre or going for other generic remotes, this is a much better option.

But please don't expect all functions to work on the mobile app remote. Only basic functions like on/off and volume controls are working.",3
"Worst product and service from amazon. Dont Buy! At first the delivery was well packaged but the product was defective, i ordered for an replacement though it had been replaced the product came with an another defective Issue. Worst experience ever. Never buy from amazon ! Once it came with an defective piece its okay. But even after replacing the product had still issue as i have uploaded in the picture. Beware people ! No hope of ordering from amazon again .",1
"sound is good, but remote sensor is not good. we have to press button so many time. Remote performance is very bad",4
This is the speaker i have ever wanted. Clear sound and super bass makes it a great speaker. If you are looking for something that is rich in bass you can go for it. Delivery was fast and i received it safely.,5
"I am reviewing 4 days after using the product.
The sound quality is excellent, especially the rich bass it has (with bluetooth connection through my smart phone), the sound clarity is also outstanding.

However, I could not connect it to my Videocon d2h as rca cable was not included in the box, later I purchased 2 male to 2 male rca cable from local market and connected it to my Toshiba Led Tv, unfortunately the sound quality is very poor, I couldn't get any surrounding sound.
Bluetooth connectivity is average.
Remote control should have been better for a Brand like Philips.",5
"Not an original remote of philips. Even the remote is not in working condition.
You can see in picture spelling of philips is different. Worst product. Don't spend ur money on it",1
"After too much of reading reviews and research, I decided to buy this Phillips MMS2220B on a nice amazon sale day! Got a good deal less than ₹10k price.
Though it’s non returnable through normal channel, it’s very important to give this unit its burn down time. Sound quality on the first day and output it gave after period of 8-10days (2-3hrs daily run) tremendously improved. The bass & tremble improves and it’s low voice out is amazing as well.
Phillips is anyway much better than the Chinese ones (this is made in India!) and the technology is far better!
- FM radio works well but has little distortion in some channels (maybe had to fix the antenna outdoors) but it’s still give good output.
- Bluetooth linking is the quickest !! It connects without any issues and has the best quality output
- AUX - option provided but I didn’t see any difference between Bluetooth and AUX cable.
- Optical wire - I was surprised to see the optical wire also part of the package. It’s not mentioned and I had ordered the amazon OP wire as well. Best option to connect to make your TV a home theatre !!

Best this is the Bass output. Works really well in low volumes as well. I wish they had provided tremble option as well, but it works just as good!

Don’t understand why Phillips has such a cheap looking remote control!!

This unit looks classy and suits your living room! I would say best in class in terms of looks. Speakers can be attached and wall mounted as well as one piece.

You would need to use this for min 10days to get the best output and ensure you have proper acoustic set up in room . Placing of speakers as recommended works the best !!

Best Buy during a sale!!",5
Sound quality is good and it has multiple source input which makes it one of the best speakers in the segment. But the only drawback with this product is the wire length. Both the 3.5mm connector and the wires for the satellite speakers are very small in length. At least a decent length wires should have been given so that it can be set up with proper spacing between speakers and woofer for better sound quality. 3 stars for this reason otherwise its a 5 star worthy product.,3
"This is my favourite mutlimedia system Everything was fine but the woofer started making sound after 10 days.The replacement period is not long enough.so i took it to the philips service centre they said that the woofer needs to be replaced but there is no stock with them damn!!!!. I have to wait till the end of this month.
So philips please check your products correctly before you release them into the market.",5
"It is an awesome product at this range. At first i received a defective product,and I got it replaced. Now this one is working fine. Good bass, good treble, classic looks. Friends, you can go for this product without any hesitation. Make sure after you receive the product, you get your device registered on Philips family which can be done online. Thanks.",5
"Even though in medium volume the woofer makes Humming noise which causes much disturbance.
There is no display to show the level if volume, bass etc.
Plz it Should be provided in next series.
All other features are good except woofer.",2
Sound quality poor .. Am not satisfied this product ..,1
"Bass and terrible controller is its default.
Sound is also not good.
It is best for those who wants more bass.",5
"One Speak poor quality, it has daunt...",1
"MY EXPERIENCE IS VERY BAD FOR AMAZON. I WANT TO EXCHANGE THIS PRODUCT BUT AMAZON'S EXECUTIVE SAYS THIS IS UNDER OF ELECTRONIC T&C WE ARE NOT EXCHANGE THIS PRODUCT
AND THIS PRODUCT VERY 4TH CLASS SOUND AND QUALITY",1
Great product sound quality is great everything is fine... and delivery was to earlier i was not expecting this😅😅,5
"I bought this on 2nd June, it worked fine till date. Now it has been started creating problem on bluetooth. I am not sure whether it is covered under warranty",1
I like so much,5
